## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/xplus_sns_KMS12BM.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/xplus_sns_KMS12BM.gc_summary_metrics.txt INPUT=../nfcore_sarek_rerun/xplus_sns/outdir/preprocessing/markduplicates/KMS12BM/KMS12BM.md.cram OUTPUT=picard/xplus_sns_KMS12BM.gc_bias_metrics.txt REFERENCE_SEQUENCE=/vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 18 17:29:28 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	24	30440211	15366947	22	1.065794	0.000272			
All Reads	ALL	25	38161832	18729640	23	1.036176	0.000239			
All Reads	ALL	26	46467619	22553504	24	1.0247	0.000216			
All Reads	ALL	27	55146501	26340785	24	1.008426	0.000196			
All Reads	ALL	28	63905454	30347607	24	1.002582	0.000182			
All Reads	ALL	29	72443004	34292543	24	0.999393	0.000171			
All Reads	ALL	30	80580387	37985158	24	0.995217	0.000161			
All Reads	ALL	31	88162801	41467274	24	0.993009	0.000154			
All Reads	ALL	32	95035528	44730414	24	0.993688	0.000149			
All Reads	ALL	33	101104524	47697185	24	0.995991	0.000144			
All Reads	ALL	34	106384207	50315265	24	0.998518	0.000141			
All Reads	ALL	35	110784297	52746576	24	1.005193	0.000138			
All Reads	ALL	36	114264456	54818294	24	1.012856	0.000137			
All Reads	ALL	37	116112027	55907278	24	1.01654	0.000136			
All Reads	ALL	38	115911645	55961288	23	1.019281	0.000136			
All Reads	ALL	39	113905364	54986786	23	1.019172	0.000137			
All Reads	ALL	40	110368956	53857294	22	1.030222	0.00014			
All Reads	ALL	41	105410594	51202805	22	1.025517	0.000143			
All Reads	ALL	42	99544218	48269901	22	1.023749	0.000147			
All Reads	ALL	43	93498632	44559500	22	1.006163	0.000151			
All Reads	ALL	44	88082154	41129804	23	0.98583	0.000154			
All Reads	ALL	45	83711976	38688027	23	0.975713	0.000157			
All Reads	ALL	46	80341334	36912456	23	0.96999	0.00016			
All Reads	ALL	47	77642362	35549848	23	0.966657	0.000162			
All Reads	ALL	48	74936279	34193001	23	0.963337	0.000165			
All Reads	ALL	49	71643163	32588993	24	0.96035	0.000168			
All Reads	ALL	50	67487064	30664059	24	0.959273	0.000173			
All Reads	ALL	51	62640588	28445268	24	0.95871	0.00018			
All Reads	ALL	52	57626176	26194418	24	0.959671	0.000188			
All Reads	ALL	53	52943343	24129791	24	0.962222	0.000196			
All Reads	ALL	54	48772513	22309602	24	0.965717	0.000204			
All Reads	ALL	55	45092755	20709000	24	0.969584	0.000213			
All Reads	ALL	56	41546483	19148307	24	0.973037	0.000222			
All Reads	ALL	57	37775417	17452277	24	0.975385	0.000233			
All Reads	ALL	58	33620279	15531364	24	0.975307	0.000247			
All Reads	ALL	59	29119333	13416801	24	0.972749	0.000266			
All Reads	ALL	60	24607076	11299133	24	0.969434	0.000288			
All Reads	ALL	61	20442247	9336194	23	0.964216	0.000316			
All Reads	ALL	62	16888056	7666962	23	0.958466	0.000346			
All Reads	ALL	63	13953520	6280076	23	0.950199	0.000379			
All Reads	ALL	64	11533648	5152072	23	0.94308	0.000415			
All Reads	ALL	65	9516463	4209207	23	0.933809	0.000455			
All Reads	ALL	66	7844747	3422638	23	0.921118	0.000498			
All Reads	ALL	67	6376889	2736745	22	0.906064	0.000548			
All Reads	ALL	68	5103178	2155175	22	0.89161	0.000607			
All Reads	ALL	69	4086242	1682393	22	0.869234	0.00067			
All Reads	ALL	70	3279236	1313917	21	0.845919	0.000738			
All Reads	ALL	71	2626766	1009141	21	0.81108	0.000807			
All Reads	ALL	72	2126045	791976	21	0.786453	0.000884			
All Reads	ALL	73	1735600	634190	21	0.771442	0.000969			
All Reads	ALL	74	1432212	509743	21	0.75141	0.001052			
All Reads	ALL	75	1205854	427591	20	0.74863	0.001145			
All Reads	ALL	76	1039412	355390	20	0.721856	0.001211			
All Reads	ALL	77	914623	307633	20	0.710107	0.00128			
All Reads	ALL	78	813919	270163	19	0.700774	0.001348			
All Reads	ALL	79	710475	229601	19	0.682273	0.001424			
All Reads	ALL	80	605953	190944	19	0.665274	0.001522			
All Reads	ALL	81	510051	156434	19	0.647516	0.001637			
All Reads	ALL	82	428619	134793	19	0.663941	0.001808			
All Reads	ALL	83	352749	107550	18	0.643692	0.001963			
All Reads	ALL	84	276293	89622	18	0.684823	0.002288			
All Reads	ALL	85	200807	62286	18	0.654855	0.002624			
All Reads	ALL	86	134275	45501	18	0.715417	0.003354			
All Reads	ALL	87	88064	31657	17	0.758935	0.004265			
All Reads	ALL	88	60774	20933	17	0.727188	0.005026			
All Reads	ALL	89	39373	14964	17	0.802384	0.006559			
All Reads	ALL	90	25721	8812	16	0.723302	0.007705			
All Reads	ALL	91	16577	9130	17	1.162782	0.012169			
All Reads	ALL	92	9918	3955	16	0.841891	0.013387			
All Reads	ALL	93	6247	3001	17	1.01421	0.018514			
All Reads	ALL	94	3541	80450	17	47.965988	0.16911			
All Reads	ALL	95	1700	530028	18	658.238325	0.904136			
All Reads	ALL	96	986	204753	16	438.416239	0.968883			
All Reads	ALL	97	658	3037242	16	9745.110698	5.591741			
All Reads	ALL	98	328	1039363	17	6690.008696	6.562103			
All Reads	ALL	99	133	295581	18	4692.001548	8.630181			
All Reads	ALL	100	339	45	15	0.28025	0.041777			


