## htsjdk.samtools.metrics.StringHeader
# CollectGcBiasMetrics CHART_OUTPUT=picard/aviti_hq_REH.gc_bias_metrics.pdf SUMMARY_OUTPUT=picard/aviti_hq_REH.gc_summary_metrics.txt INPUT=../nfcore_sarek_rerun/aviti_hq/outdir/preprocessing/markduplicates/REH/REH.md.cram OUTPUT=picard/aviti_hq_REH.gc_bias_metrics.txt REFERENCE_SEQUENCE=/vulpes/proj/ngis/ngi2016004/private/strategic_proj/SR_23_02_Element_vs_Illumina/resources/GRCh38_GIABv3/unbgzipped/genome.fa    SCAN_WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 IS_BISULFITE_SEQUENCED=false METRIC_ACCUMULATION_LEVEL=[ALL_READS] ALSO_IGNORE_DUPLICATES=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Feb 18 17:02:09 GMT 2025

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
ACCUMULATION_LEVEL	READS_USED	GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH	SAMPLE	LIBRARY	READ_GROUP
All Reads	ALL	62	16888056	5613222	23	1.024592	0.000432			
All Reads	ALL	63	13953520	4639473	23	1.024951	0.000476			
All Reads	ALL	64	11533648	3836169	22	1.025296	0.000523			
All Reads	ALL	65	9516463	3165616	22	1.025418	0.000576			
All Reads	ALL	66	7844747	2610103	22	1.025645	0.000635			
All Reads	ALL	67	6376889	2122089	21	1.025824	0.000704			
All Reads	ALL	68	5103178	1697582	21	1.025435	0.000787			
All Reads	ALL	69	4086242	1346435	21	1.015733	0.000875			
All Reads	ALL	70	3279236	1070222	21	1.00605	0.000972			
All Reads	ALL	71	2626766	839494	21	0.985177	0.001075			
All Reads	ALL	72	2126045	672631	20	0.975265	0.001189			
All Reads	ALL	73	1735600	551637	20	0.979765	0.001319			
All Reads	ALL	74	1432212	452850	20	0.974687	0.001448			
All Reads	ALL	75	1205854	389193	19	0.994921	0.001595			
All Reads	ALL	76	1039412	328033	20	0.972855	0.001699			
All Reads	ALL	77	914623	292128	19	0.984576	0.001822			
All Reads	ALL	78	813919	262259	19	0.99327	0.00194			
All Reads	ALL	79	710475	225046	19	0.976429	0.002058			
All Reads	ALL	80	605953	190538	19	0.969306	0.002221			
All Reads	ALL	81	510051	157750	19	0.953398	0.0024			
All Reads	ALL	82	428619	136347	19	0.980601	0.002656			
All Reads	ALL	83	352749	111378	19	0.973312	0.002916			
All Reads	ALL	84	276293	94955	19	1.059415	0.003438			
All Reads	ALL	85	200807	71256	19	1.093858	0.004098			
All Reads	ALL	86	134275	53030	18	1.217432	0.005287			
All Reads	ALL	87	88064	40253	18	1.409023	0.007023			
All Reads	ALL	88	60774	28211	18	1.430932	0.008519			
All Reads	ALL	89	39373	23789	18	1.862499	0.012076			
All Reads	ALL	90	25721	12792	18	1.533094	0.013555			
All Reads	ALL	91	16577	27879	21	5.184293	0.031049			
All Reads	ALL	92	9918	6780	18	2.107288	0.025592			
All Reads	ALL	93	6247	6353	19	3.134914	0.039331			
All Reads	ALL	94	3541	52964	18	46.107664	0.200347			
All Reads	ALL	95	1700	71956	17	130.477721	0.48641			
All Reads	ALL	96	986	34295	16	107.219101	0.578971			
All Reads	ALL	97	658	166017	17	777.758809	1.908836			
All Reads	ALL	98	328	132897	16	1248.99185	3.426116			
All Reads	ALL	99	133	17531	15	406.32479	3.06881			
All Reads	ALL	100	339	24	16	0.218238	0.044548			


