LFQ	11	6	0	121	301	334	357	401	400	480	467	647	581	707	938	813	1544	1159	1337	1629	1613	2260	1774	1849	3095	2775	2630	2873	6551	4284	7166	3457	9674	5041	12270	9963	13207	13602	23495	25334	74571	259439	3256024	0	0	0	0	0	0
LFQ	12	0	0	1	234	359	350	391	401	450	454	655	664	733	843	832	1454	1214	1327	1708	1584	2296	1881	1906	3142	2818	2605	2707	6544	4188	7105	3493	9658	5178	12342	10147	13350	13415	23581	25847	74370	261223	3253719	0	0	0	0	0	0
LFQ	13	1	0	3	252	356	386	390	383	469	477	691	603	771	847	830	1524	1195	1337	1729	1660	2307	1881	1907	3153	2802	2710	2750	6752	4174	7084	3492	9660	5034	12439	9993	13611	13540	24166	25726	75954	262876	3249254	0	0	0	0	0	0
LFQ	14	2	0	1	261	344	389	415	444	469	472	682	577	765	884	830	1533	1128	1347	1677	1692	2238	1907	1933	3136	2840	2654	2755	6940	4182	7011	3452	9622	4972	12497	9878	13388	13405	24150	25197	75843	260959	3252298	0	0	0	0	0	0
LFQ	15	0	0	1	268	375	391	408	443	447	502	654	615	738	924	882	1558	1186	1330	1663	1693	2445	1851	1963	3252	2793	2649	2794	6810	4208	7255	3538	9799	4985	12507	10119	13570	13952	24142	25721	75241	262020	3249477	0	0	0	0	0	0
LFQ	16	0	0	0	371	600	603	598	537	693	706	695	975	818	935	1267	995	1436	1460	1625	1808	1716	2636	2237	2842	3439	3885	3780	4916	3921	5085	6953	7775	6874	8378	11386	10958	15854	18146	19969	24176	35539	45032	82865	142101	3268584	0	0	0
LFQ	17	1	0	0	323	570	589	590	576	712	721	645	1002	834	912	1242	974	1505	1490	1525	1810	1673	2640	2243	2780	3401	3796	3738	4999	3986	5034	6935	7498	6828	8376	11187	11031	15801	17805	20053	24271	35575	44881	82491	142359	3269767	0	0	0
LFQ	18	6398	0	0	365	643	593	613	579	689	689	638	966	839	994	1276	961	1453	1424	1595	1767	1721	2571	2288	2881	3486	3907	3678	4975	3870	4987	6948	7664	6677	8558	11367	11040	15809	17817	19905	23971	35836	44519	82547	141762	3263903	0	0	0
LFQ	19	943	0	19	406	640	633	608	581	708	685	689	964	802	922	1235	901	1491	1526	1603	1833	1654	2682	2190	2806	3456	3840	3657	4730	3922	5002	6936	7513	6740	8316	11022	11055	15618	17683	19836	23839	34920	44193	81400	140401	3274553	16	0	0
LFQ	20	3	0	0	394	665	652	646	646	755	721	680	1033	834	902	1302	976	1525	1585	1622	1880	1732	2701	2383	2920	3592	4016	3782	5025	4024	5159	7025	7821	6955	8526	11317	11292	15997	18205	20376	24235	35943	45444	83669	142817	3263392	0	0	0
LFQ	21	1	0	0	389	670	648	669	607	729	717	686	1027	823	946	1266	973	1474	1518	1509	1866	1718	2652	2177	2858	3329	3856	3684	4905	3945	5111	6958	7643	6642	8368	11075	10739	15725	17517	20107	23786	35293	43964	82617	140311	3273671	0	0	0
LFQ	22	1	0	0	395	641	613	610	629	711	724	729	997	868	923	1252	933	1529	1562	1674	1867	1742	2691	2254	2834	3335	3694	3720	5081	3893	5030	6966	7959	6714	8484	11050	10954	15773	18049	20127	24141	35906	44974	83722	142828	3266590	0	0	0
LFQ	23	2	0	0	376	651	661	655	586	772	708	732	922	797	997	1271	955	1576	1550	1666	1881	1757	2754	2385	2896	3366	3870	3829	5062	4058	5232	6991	7762	6737	8421	11333	10949	15767	18104	20229	24395	35886	45106	83512	143194	3264816	0	0	0
LFQ	24	0	0	0	385	672	655	626	599	786	734	675	1004	887	997	1281	979	1556	1470	1657	1881	1766	2706	2323	2928	3442	3930	3842	4942	3969	5220	6968	7830	6580	8247	11145	10759	15695	17894	20107	24114	35544	44718	82839	142392	3268425	0	0	0
LFQ	25	33	0	0	378	673	648	671	607	744	769	721	1009	856	992	1280	1026	1600	1589	1718	1927	1678	2761	2282	2896	3473	3866	3787	5027	4064	5283	7105	7977	6782	8578	11375	11067	15735	18012	20029	24086	35699	45321	83364	142791	3264889	0	0	0
LFQ	26	1058	0	14	402	686	667	672	654	820	736	760	1039	904	985	1314	1020	1547	1524	1590	1938	1715	2668	2264	2848	3440	3836	3759	5018	4040	5137	7135	7997	6808	8379	11181	10834	15850	17818	19942	24008	35574	44901	82918	141574	3267179	15	0	0
LFQ	27	3142	0	21	482	692	687	677	598	758	727	680	1001	825	992	1365	1015	1535	1531	1689	1906	1722	2707	2246	2949	3489	3890	3914	5086	3994	5147	7006	7807	6929	8194	11330	10940	15637	18004	20130	24004	35586	44913	82565	141547	3265089	20	0	0
LFQ	28	9	0	0	425	696	693	644	599	838	745	710	1011	959	1021	1351	1075	1562	1554	1672	1889	1814	2777	2390	3022	3539	3847	3950	5041	4163	5324	6958	7881	6693	8244	11305	10980	15605	18015	20364	24160	35799	44331	82474	141120	3267919	0	0	0
LFQ	29	0	0	0	397	693	672	627	613	841	775	769	1021	894	971	1319	1040	1554	1517	1664	1936	1798	2776	2285	2912	3565	3914	3945	4949	4158	5238	7025	7861	6816	8362	11350	11166	15671	17965	20340	24151	35901	44913	82903	141765	3266135	0	0	0
LFQ	30	13	0	0	373	666	690	649	641	854	752	737	1036	908	956	1336	1037	1508	1582	1719	1905	1797	2709	2311	2910	3550	3885	3865	5021	4110	5212	7082	7748	6838	8435	10979	11007	15692	18300	19864	23767	35592	44653	82426	141431	3268621	0	0	0
LFQ	31	589	0	18	416	715	678	634	652	814	751	755	1011	886	1083	1287	971	1656	1540	1718	1936	1785	2704	2253	2927	3447	3944	3826	4977	4125	5111	7012	7890	6922	8333	11187	10914	15500	17665	19928	23919	35414	44837	82136	141949	3268344	7	0	0
LFQ	32	23	0	0	425	695	706	706	651	809	697	813	1055	911	1055	1435	1100	1608	1575	1755	1892	1821	2811	2463	2974	3471	3925	3939	5106	4134	5217	6979	7965	7002	8105	11337	11004	15659	17875	20413	24020	35043	44667	82206	140768	3268346	5	0	0
LFQ	33	8197	0	0	379	684	655	662	592	777	692	749	1026	870	949	1293	1015	1520	1521	1679	1905	1716	2631	2354	2832	3335	3850	3856	4899	4134	5084	6828	7833	6781	8223	11132	10693	15287	17675	19923	23332	34894	43759	81397	138117	3269434	0	0	0
LFQ	34	498	0	0	468	726	731	702	600	804	770	813	1037	922	1050	1390	1090	1697	1597	1759	1921	1883	2723	2392	2881	3429	3974	3966	4904	4130	5235	6827	7852	7116	8387	11249	11110	15533	17947	20344	23327	35591	44259	82257	141300	3267972	0	0	0
LFQ	35	0	0	0	441	738	798	660	667	878	815	824	1020	1003	1015	1398	1055	1663	1569	1810	1984	1885	2773	2450	2975	3609	3909	3904	5234	4523	5443	7128	8070	7298	8156	11460	11120	15565	18365	20925	23828	35798	45170	83369	143370	3260497	0	0	0
LFQ	36	3254	0	13	449	765	725	697	610	824	745	855	986	960	979	1399	1066	1700	1608	1822	1831	1898	2649	2605	2827	3389	3670	3969	4998	4563	5158	6903	7976	7412	7888	11928	10943	15280	17914	20782	23396	35099	44982	82633	142695	3262289	28	0	0
LFQ	37	0	0	0	403	769	693	681	629	818	775	895	990	878	1047	1370	1065	1639	1582	1729	1907	2001	2728	2506	2802	3423	3716	3996	4952	4542	5242	6916	7845	7384	7542	11684	10544	14988	17257	20364	23126	34688	43791	81805	141413	3272024	11	0	0
LFQ	38	2784	0	0	413	698	733	684	642	814	720	905	1010	924	958	1459	1050	1691	1601	1704	1980	1975	2548	2651	2826	3406	3631	4013	4864	4502	5150	6764	7940	7498	7523	11780	10633	14986	17488	20870	22919	34865	44182	82695	141908	3266773	0	0	0
LFQ	39	0	0	0	447	733	720	677	601	899	709	895	974	944	1001	1454	1076	1659	1539	1817	1964	1937	2578	2690	2777	3432	3701	4051	5010	4602	5242	6773	7723	7549	7580	11689	10572	14889	17373	20955	22212	35230	44018	82103	141580	3270782	0	0	0
LFQ	40	2	0	0	423	734	711	689	605	887	752	935	1029	950	966	1389	1084	1635	1553	1856	1880	2008	2641	2725	2749	3335	3627	4085	5024	4709	5064	6701	7681	7509	7444	11867	10208	15000	17455	20629	22727	34695	43675	81495	141388	3272635	0	0	0
LFQ	41	0	0	0	421	744	719	683	592	846	739	877	951	1015	982	1426	1064	1686	1532	1783	1884	2047	2631	2767	2725	3360	3619	4191	4891	4858	5114	6814	7977	7482	7359	11716	10297	14535	17274	20646	22372	34730	43766	80877	138952	3276211	0	0	0
LFQ	42	2	0	0	428	715	764	658	624	854	691	872	956	1023	1013	1419	1076	1650	1598	1828	1961	1959	2551	2738	2804	3245	3728	4030	4805	4742	5355	6907	8150	7551	7902	11903	10445	14823	17488	20604	22500	34555	44226	81513	141658	3270839	0	0	0
LFQ	43	1817	0	28	493	739	765	676	618	867	715	879	1034	982	952	1445	1111	1757	1555	1692	1941	2010	2560	2810	2811	3243	3736	4133	4825	4825	5259	6701	8079	7363	8049	11740	10636	14595	16997	20493	22930	34707	44162	81717	140893	3269751	61	0	0
LFQ	44	0	0	0	463	771	753	721	655	895	745	947	1036	1036	972	1478	1080	1730	1656	1812	1964	2129	2655	2732	2969	3236	3828	4201	4874	4825	5451	6830	8153	7454	7970	11685	10807	14789	17251	20449	23199	34631	43792	81407	140831	3270288	0	0	0
LFQ	45	0	0	0	402	728	709	679	619	854	727	858	1039	954	946	1460	1075	1620	1594	1779	1892	2019	2522	2700	2769	3206	3703	4034	4674	4706	5195	6467	7898	7153	8005	11344	10415	14548	17048	19903	22623	34205	43161	80030	139063	3279822	0	0	0
LFQ	46	0	0	0	433	765	804	717	669	911	732	874	1017	938	1008	1450	1045	1678	1603	1838	1973	2097	2500	2721	2855	3097	3882	4219	4796	4705	5241	6688	8073	7323	8010	11627	10383	14383	16618	19833	22658	34157	42979	80311	139054	3278482	0	0	0
LFQ	47	0	0	0	464	807	787	824	716	933	802	975	1076	1031	1084	1522	1240	1779	1809	1859	2175	2157	2693	2901	2993	3289	4041	4297	4875	4840	5509	6821	8408	7623	8543	11454	10854	15191	17149	20577	23078	34998	43876	82619	142330	3264146	0	0	0
LFQ	48	2	0	0	403	761	783	768	637	835	731	857	990	962	988	1524	1128	1788	1761	1743	1998	2109	2534	2824	2995	2976	4042	4297	4634	4722	5281	6528	8053	7149	8723	11130	10715	14825	16530	19834	22651	34247	42905	80665	139914	3276202	0	0	0
LFQ	49	4	0	0	420	772	746	699	664	847	713	915	1002	974	1011	1447	1128	1663	1682	1752	2122	2157	2579	2943	3025	2967	4005	4265	4423	4744	5396	6476	8200	7196	8869	10967	10732	14719	16083	19617	23203	34128	43179	80061	139275	3277370	0	0	0
LFQ	50	2	0	0	489	843	830	853	730	925	859	897	1080	1036	1025	1529	1227	1783	1718	1814	2148	2257	2609	2987	3201	2938	4084	4413	4586	4792	5606	6532	8253	7183	9240	10948	11115	14781	16484	19937	23398	34120	43617	81622	141719	3268928	0	0	0
LFQ	51	2	0	0	453	757	823	716	645	823	742	941	1030	1066	991	1491	1239	1755	1849	1710	2177	2224	2525	2898	3119	2695	4154	4472	4531	4837	5551	6394	8605	7081	9578	10830	11255	14650	15590	19135	23294	33291	43325	80662	139784	3275445	0	0	0
LFQ	52	2	0	0	434	744	788	818	666	919	795	908	1105	1030	1016	1508	1169	1709	1779	1707	2267	2187	2626	3010	3135	2601	4220	4613	4209	4863	5573	6299	8399	7071	9969	10303	11589	14925	15280	18953	23457	33297	43040	80262	138218	3277671	0	0	0
LFQ	53	0	0	0	489	780	877	764	759	1029	836	942	1159	1071	995	1568	1217	1741	1860	1669	2224	2339	2631	3138	3257	2619	4223	4627	4472	5034	5659	6267	8620	7029	10122	10280	11655	14641	15614	19392	23807	33555	42823	80530	139696	3273120	0	0	0
LFQ	54	18	0	0	516	785	854	790	721	944	847	925	1207	1113	970	1525	1228	1763	1823	1744	2206	2211	2503	3008	3262	2538	4382	4570	4250	5003	5714	6183	8619	6787	10139	10093	11481	14732	15298	18520	23615	33201	42391	80020	138640	3277990	0	0	0
LFQ	55	9	0	0	483	786	838	789	714	961	785	937	1096	1042	999	1563	1177	1729	1804	1674	2174	2246	2514	3111	3197	2392	4283	4559	4361	4917	5749	6157	8344	6918	10198	10053	11357	14673	14925	18380	23489	33176	42189	78595	137290	3282489	0	0	0
LFQ	56	1	0	0	481	854	880	764	709	1007	903	994	1131	1134	996	1611	1270	1761	1958	1741	2287	2392	2726	3169	3334	2652	4292	4646	4432	4866	5816	6334	8779	6912	10399	10298	11529	14672	15122	18597	23719	33532	42569	80723	139784	3273345	0	0	0
LFQ	57	2	0	0	471	756	822	786	681	894	828	932	1095	1090	1007	1499	1251	1671	1843	1804	2164	2270	2582	3000	3315	2660	4240	4696	4265	4980	5732	5950	8297	6674	10298	10110	11664	14349	14826	18382	23683	33343	42471	79855	138656	3279225	0	0	0
LFQ	58	0	0	0	466	856	881	845	728	960	826	1030	1184	1138	990	1555	1293	1719	1985	1782	2276	2374	2653	3090	3386	2692	4449	4576	4375	5037	6164	5895	8542	7162	10464	10190	12029	14512	15221	18913	23640	33658	42443	80656	140446	3272036	0	0	0
LFQ	59	1	0	0	510	884	893	855	764	936	906	927	1180	1114	989	1620	1353	1760	1930	1805	2208	2372	2723	3029	3431	2734	4325	4629	4419	5038	6226	5964	8454	6957	10453	10308	11750	14453	14539	18538	23736	33661	42292	80154	138964	3275333	0	0	0
LFQ	60	1	0	0	445	793	884	837	788	960	870	931	1146	1123	1001	1555	1403	1697	1895	1901	2232	2346	2600	3062	3336	2723	4214	4629	4248	5072	6092	5866	8294	6993	10478	10258	11506	14190	14419	18490	23492	33420	41859	79565	138807	3278694	0	0	0
LFQ	61	1	0	0	499	836	878	824	767	871	915	942	1157	1090	988	1491	1480	1704	1996	1985	2260	2264	2635	3074	3464	2946	4198	4768	4291	5218	6380	5713	8582	7118	10514	10332	12146	14459	14278	18688	23858	34434	41721	80396	140345	3272604	0	0	0
LFQ	62	0	0	0	519	773	837	786	749	906	933	943	1146	1097	968	1467	1409	1529	1941	2087	2176	2288	2685	2914	3615	2966	4141	4612	4292	5070	6662	5213	8173	6981	10448	10351	12029	13873	13802	18427	23122	34177	40984	79629	139036	3279353	0	0	0
LFQ	63	2	0	0	484	837	918	822	821	938	983	947	1150	1173	1010	1366	1532	1588	1970	2056	2237	2411	2614	3019	3454	3144	4252	4689	4280	5414	6685	5165	8039	7194	10681	10282	12290	14095	13827	18388	23729	34858	41073	80158	139820	3274710	0	0	0
LFQ	64	186	0	1	523	884	927	875	820	993	1015	948	1274	1244	1044	1428	1601	1539	1990	2047	2271	2423	2745	3052	3533	3210	4295	4826	4416	5522	6700	5217	8280	7325	10783	10488	12192	13947	13654	18342	23705	34572	41114	80388	140094	3272672	0	0	0
LFQ	65	4	0	0	509	865	952	850	810	918	999	988	1213	1216	976	1446	1583	1618	1952	2046	2117	2343	2680	2998	3527	3231	4101	4812	4298	5384	6930	4927	8072	7245	10754	10251	12280	14108	13432	18092	23544	34604	40450	79861	139771	3276345	0	0	0
LFQ	66	0	0	0	514	867	916	808	825	922	991	919	1217	1187	1044	1401	1549	1547	1941	2086	2303	2411	2595	3072	3493	3265	4090	4747	4285	5366	6729	4840	7912	7094	10473	10434	11847	13489	13411	18044	23099	33936	39924	78525	137389	3283592	0	0	0
LFQ	67	723	0	0	551	888	923	874	875	987	1024	1011	1271	1191	1046	1447	1566	1654	1958	2151	2293	2417	2659	3153	3386	3323	4188	4924	4354	5533	6948	4961	8220	7316	10710	10519	12231	14003	13415	18492	23766	34211	41072	79834	139502	3273522	4	0	0
LFQ	68	27	0	0	504	897	917	883	785	922	936	1034	1251	1215	1035	1396	1614	1566	1888	2135	2293	2474	2717	3008	3646	3255	4136	4996	4340	5404	7068	4842	8219	7109	10684	10558	12322	14157	13419	18413	23447	34551	40837	80511	140295	3273389	0	0	0
LFQ	69	1	0	0	514	870	965	854	795	1013	955	1070	1180	1174	1072	1443	1553	1641	1839	2219	2268	2383	2700	2849	3679	3212	4030	4726	4383	5284	7108	4903	8064	7247	10383	10537	12074	13941	13382	17873	23349	33990	40462	79623	138329	3279156	0	0	0
LFQ	70	77	0	1	530	903	955	840	798	950	931	1037	1198	1229	1001	1409	1636	1700	1882	2169	2300	2383	2746	2952	3748	3262	4112	4760	4322	5577	6995	4782	7948	7270	10507	10655	12077	14048	13081	17833	23530	34274	40313	79344	140114	3276913	0	0	0
LFQ	71	28	0	0	589	886	1028	864	852	996	1034	1108	1252	1177	1117	1433	1581	1732	1861	2327	2419	2418	2693	3012	3667	3243	4111	4784	4264	5497	7086	4832	8060	7271	10308	10808	12077	13726	12957	18069	23226	33793	39643	78711	137496	3281050	0	0	0
LFQ	72	17	0	0	585	928	1062	927	870	998	994	1101	1287	1263	1128	1496	1649	1732	1860	2319	2440	2504	2653	2907	3676	3323	4100	4993	4511	5574	7046	4946	8226	7423	10613	11009	12159	14146	13430	18328	23542	33992	40629	79763	139154	3273779	0	0	0
LFQ	73	11	0	0	533	859	975	867	854	1010	955	1075	1142	1184	1080	1493	1603	1663	1739	2279	2353	2454	2667	2836	3872	3224	4000	4895	4482	5490	7121	4563	7936	7279	10460	11098	11805	13858	13198	17513	23279	33461	39762	78429	137014	3282710	0	0	0
LFQ	74	3	0	1	590	941	1018	947	973	1019	946	1200	1202	1259	1153	1548	1599	1801	1780	2427	2481	2443	2851	2977	3888	3378	4113	4781	4698	5643	7261	4760	8291	7649	10547	11025	12196	14358	13451	17715	23742	33804	40657	79638	138296	3274030	0	0	0
LFQ	75	3241	0	2	559	901	1021	951	916	1006	909	1235	1186	1215	1096	1531	1606	1753	1743	2462	2574	2502	2635	2725	3983	3183	4066	4810	4598	5643	7090	4649	8302	7354	10491	11310	11816	14182	13194	17355	23157	33151	39511	78219	136051	3279193	0	0	0
LFQ	76	7	0	2	552	960	960	947	881	1026	901	1182	1111	1228	1084	1604	1544	1725	1640	2434	2395	2457	2729	2626	3922	3286	4025	4774	4460	5531	6992	4703	7987	7309	10233	11090	11617	13704	12939	17284	22665	32872	39185	77612	135289	3287601	0	0	0
LFQ	77	4	0	4	597	937	1012	915	927	1058	977	1234	1187	1239	1122	1642	1556	1769	1734	2373	2425	2472	2784	2641	4210	3301	3923	4929	4554	5647	7277	4687	8285	7113	10545	11198	11746	14016	13025	17085	23156	33040	39228	78418	136363	3282716	0	0	0
LFQ	78	4	0	3	546	884	1035	970	876	1063	988	1238	1218	1200	1148	1572	1558	1710	1690	2325	2448	2462	2723	2680	4041	3284	3919	4724	4500	5439	7318	4588	8267	7314	10407	10845	11794	14078	12773	17001	23426	32295	38976	78365	135948	3285427	0	0	0
LFQ	79	6	0	2	622	969	997	991	929	1067	937	1236	1076	1241	1188	1601	1593	1826	1789	2425	2523	2548	2877	2594	4102	3354	3993	4816	4661	5510	7196	4700	8355	7364	10555	10845	11744	14085	13276	17140	23415	32301	39174	78687	135484	3283276	0	0	0
LFQ	80	0	0	3	593	985	996	978	924	1072	917	1251	1171	1277	1173	1582	1595	1859	1760	2412	2425	2479	2779	2759	4063	3427	3983	4806	4572	5427	7445	4831	8503	7054	10460	11030	11870	13719	13472	17034	23639	31970	39154	78483	135472	3283666	0	0	0
LFQ	81	11	0	1	653	1042	1006	986	943	1080	887	1251	1150	1307	1146	1674	1575	1706	1933	2517	2378	2548	2842	2781	4065	3498	3903	4832	4661	5422	7497	4882	8704	6755	10800	10873	11837	14104	13723	17028	24068	32078	39555	78796	136747	3279822	0	0	0
LFQ	82	7	0	2	636	1025	1027	1017	977	1089	976	1255	1130	1325	1192	1645	1639	1824	1829	2391	2465	2540	2843	2861	4013	3540	3931	4871	4521	5889	7512	5094	9010	6583	10917	10631	12052	13833	13999	16892	24612	31431	39362	79247	136579	3278853	0	0	0
LFQ	83	4	0	4	618	999	1025	1220	951	1123	908	1294	1256	1255	1168	1686	1554	1770	1886	2495	2466	2591	2909	2702	4039	3539	4117	4652	4630	5508	7590	5242	9256	6441	10790	10314	11972	13948	14005	16689	25105	30849	39027	78695	135674	3281097	0	0	0
LFQ	84	6	0	4	629	989	1068	1099	949	1178	904	1263	1179	1304	1248	1774	1772	1805	1898	2471	2477	2716	2885	2686	4080	3629	4110	4695	4577	5642	7544	5309	9102	6356	11019	10230	11998	13726	14212	16862	25322	30742	39151	79256	136071	3279124	0	0	0
LFQ	85	49	0	7	583	1060	1086	1107	891	1119	958	1322	1219	1368	1227	1773	1674	1693	1934	2449	2477	2644	3015	2730	4064	3592	4209	4739	4556	5571	7567	5474	9337	6343	11290	10300	12061	14122	14392	16786	25092	30657	39194	78812	135849	3278666	0	0	0
LFQ	86	9	0	4	644	1048	1122	1041	954	1146	959	1317	1235	1348	1245	1800	1751	1839	1889	2395	2508	2649	3050	2713	3995	3716	4143	4691	4630	5676	7577	5490	9368	6086	10916	10225	11968	13957	14367	16720	25236	30151	38691	78464	135321	3281003	0	0	0
LFQ	87	5	0	3	669	1123	1148	1183	955	1222	983	1352	1275	1349	1225	1790	1738	1876	2012	2543	2560	2628	3059	2727	4157	3686	4148	4891	4562	5706	7795	5500	9385	6289	11191	10454	11936	14111	14600	16892	25686	30727	39561	79519	136882	3273950	0	0	0
LFQ	88	9	0	6	671	1210	1175	1220	992	1264	1019	1467	1358	1406	1372	1835	1821	1977	2148	2579	2569	2785	3228	2740	4386	3760	4246	5117	4764	5691	8106	5764	9435	6677	11666	10625	12371	14402	15611	16900	26625	31342	39693	81326	138214	3263480	0	0	0
LFQ	89	34	0	8	625	1089	1114	1132	993	1155	991	1383	1248	1315	1252	1804	1646	1795	2088	2484	2394	2662	3166	2554	4157	3607	3929	5069	4676	5341	7824	5387	9208	6494	10953	10375	12221	14433	15154	16170	26025	30182	38698	80343	136303	3275570	0	0	0
LFQ	90	4	0	6	660	1143	1124	1178	928	1217	952	1465	1256	1395	1261	1811	1699	1869	2148	2582	2365	2696	3164	2714	4256	3611	4018	5059	4673	5625	7718	5701	9130	6562	11143	10191	11943	13980	15365	15983	26104	30039	38216	79870	135098	3277126	0	0	0
LFQ	91	457	0	11	668	1063	1063	1189	877	1254	942	1364	1259	1362	1323	1839	1699	1867	2170	2459	2423	2554	3287	2556	4428	3611	4092	5119	4569	5499	7852	5657	9154	6706	11243	10149	11813	14144	15520	15968	26187	30041	37926	79721	134803	3277157	3	0	0
LFQ	92	8	0	11	702	1166	1078	1158	936	1199	888	1427	1250	1321	1262	1831	1606	1784	2095	2492	2353	2700	3210	2486	4489	3675	4010	5005	4610	5431	7953	5743	8886	6846	11151	10018	11913	14269	15904	15454	26463	29544	37835	79316	133999	3279569	0	0	0
LFQ	93	5	0	6	676	1157	1157	1188	974	1191	955	1490	1222	1370	1363	1887	1673	1869	2204	2439	2371	2745	3418	2551	4496	3702	4041	5369	4605	5275	7958	5844	8967	6909	11348	10235	11829	14391	16187	15664	26805	29395	37779	79438	134633	3276262	0	0	0
LFQ	94	131	0	10	685	1195	1233	1263	1005	1303	1043	1490	1424	1417	1423	1930	1758	1932	2245	2558	2507	2874	3472	2615	4616	3794	4130	5288	4724	5681	8091	6203	9068	7126	11463	10176	11804	14273	16580	15925	27074	29867	38480	80633	134785	3269749	0	0	0
