FFQ	11	17	0	9	152	201	250	238	235	238	247	222	320	259	450	631	735	674	1282	906	1646	1534	1351	2007	1438	2421	2587	3160	3037	4130	4273	4153	4017	10471	3273	8644	14618	8852	7677	16876	17288	22299	29420	36844	47176	61700	154482	531683	2743652	0
FFQ	12	878	0	5	193	218	237	236	268	254	250	242	342	295	509	609	740	698	1249	924	1673	1618	1376	1952	1514	2543	2618	3258	3247	4296	4333	4107	4106	10871	3339	8593	14394	8914	7745	17103	17410	22203	29544	36689	47621	61686	154998	532957	2738920	0
FFQ	13	2	0	10	166	239	254	264	264	272	282	251	349	273	490	640	763	656	1238	918	1582	1624	1345	2002	1432	2476	2577	3291	3061	4200	4192	4099	3909	10916	3264	8428	14327	8761	7921	16612	17211	21900	29658	36241	47223	60823	153570	531375	2746424	0
FFQ	14	2	0	10	190	221	269	255	263	254	259	238	385	306	530	676	742	727	1258	1005	1726	1693	1366	1994	1533	2561	2651	3275	3042	4175	4320	4099	4024	10953	3358	8656	14343	8746	7919	16689	17354	22093	29694	36187	47580	61417	154935	533315	2740487	0
FFQ	15	0	0	18	175	250	233	242	239	273	239	239	346	294	486	624	722	687	1237	876	1569	1611	1428	1973	1387	2499	2487	3335	2966	4204	4190	3858	3850	10667	3177	8318	14478	8491	7920	16332	17158	21335	29123	35674	46913	60119	152804	529626	2753103	0
FFQ	16	2	0	11	266	394	387	442	406	410	422	487	499	640	718	610	832	1034	1096	1070	1128	1693	1302	1957	2434	2314	2453	3560	3552	5173	3960	4113	5461	8278	6848	10009	9138	11634	12765	12575	21201	21066	27425	37630	40943	72527	115588	205725	3095597	0
FFQ	17	3	0	8	294	357	456	416	417	410	482	462	500	673	716	631	847	1110	1123	1113	1287	1774	1309	1949	2485	2285	2525	3536	3549	5244	4031	4109	5452	8345	6938	9896	9408	11488	12725	12555	21447	20763	27755	37763	40698	72081	114656	207125	3094579	0
FFQ	18	4	0	15	280	382	435	460	437	444	476	491	588	672	738	665	847	1101	1170	1139	1264	1793	1394	1993	2559	2419	2628	3683	3543	5171	4022	4230	5709	8469	7055	10145	9802	11782	12922	12629	21599	21369	28222	38483	40985	73310	116160	208536	3085555	0
FFQ	19	91	0	8	270	378	407	450	420	452	438	444	544	665	736	605	832	1120	1100	1061	1283	1698	1327	1994	2501	2287	2489	3506	3576	5148	3893	4255	5635	8337	6846	9945	9155	11482	12637	12553	21034	20736	27700	37298	40217	71697	115110	206657	3096758	0
FFQ	20	12	0	6	277	390	405	474	428	421	448	434	575	671	722	623	868	1108	1141	1099	1281	1694	1381	2074	2473	2378	2575	3777	3632	5189	3874	4161	5595	8429	7176	10095	9444	11615	12940	12764	21519	20887	27731	37854	41079	72019	114886	207887	3091264	0
FFQ	21	2	0	22	294	381	382	408	429	437	425	497	559	721	698	657	884	1110	1109	1075	1298	1772	1302	2037	2507	2315	2557	3705	3578	5256	4044	4087	5544	8529	6980	10068	9145	11541	12874	12687	21350	20740	27913	37580	40751	72012	115159	207430	3092924	0
FFQ	22	7	0	18	313	441	451	453	404	436	478	457	584	668	748	682	873	1110	1186	1140	1284	1775	1373	2061	2645	2280	2675	3669	3603	5237	4060	4362	5716	8446	7235	10233	9466	11600	12836	12838	21296	21040	28429	37835	41351	73040	116046	209228	3085667	0
FFQ	23	2	0	13	289	415	438	496	417	445	447	469	555	642	757	635	855	1091	1136	1105	1237	1781	1376	1988	2388	2296	2475	3667	3574	5265	3891	4313	5679	8403	6806	9900	9319	11632	12765	12726	21083	21191	28093	37575	40585	71938	115005	207192	3093425	0
FFQ	24	1	0	13	279	381	437	405	421	417	475	424	540	647	729	640	834	1052	1166	1139	1286	1774	1379	1966	2364	2348	2556	3547	3564	5251	3968	4207	5681	8158	7150	10099	9278	11718	12531	12724	21254	20716	27985	37270	40552	72036	115057	207139	3094217	0
FFQ	25	5	0	11	257	413	389	399	413	419	423	443	558	651	704	602	804	1093	1097	1091	1241	1751	1322	1955	2411	2213	2635	3611	3466	5141	3929	4101	5559	8271	7011	9825	9152	11840	12491	12820	20997	20932	27948	36823	40395	71491	114584	206614	3097473	0
FFQ	26	462	1	28	323	398	449	466	455	438	453	456	573	653	747	656	827	1100	1090	1140	1326	1737	1382	2053	2446	2284	2521	3737	3469	5210	4045	4155	5539	8298	7090	9840	9231	11646	12750	12925	21141	21079	27904	37001	40966	72338	114482	207296	3093167	0
FFQ	27	62	0	18	293	390	418	473	419	477	441	459	541	678	721	627	799	1105	1145	1166	1299	1716	1352	2087	2482	2310	2600	3644	3561	5124	4025	4226	5623	8452	7156	10046	9484	11952	12369	12865	20954	21429	28013	36815	40829	71647	115086	208725	3091670	0
FFQ	28	0	0	12	287	392	363	460	447	436	455	493	568	655	667	643	855	1059	1139	1111	1343	1691	1375	1958	2437	2237	2594	3720	3623	5040	3833	4127	5632	8202	7079	9873	9156	11718	12545	12839	20549	21199	28159	36459	40613	70530	113569	206232	3099399	0
FFQ	29	3	0	11	311	396	422	422	412	454	465	483	581	619	751	609	826	1056	1131	1151	1390	1802	1312	2027	2494	2315	2619	3666	3468	5151	3970	4216	5638	8200	7195	9829	9202	11926	12382	13355	20605	21346	28214	36175	40657	70906	114252	206550	3096806	0
FFQ	30	79	0	12	298	432	453	480	430	437	448	466	571	693	788	668	793	1156	1221	1123	1344	1761	1407	2018	2424	2270	2675	3672	3558	5110	4011	4216	5688	8355	7214	10036	9289	12071	12331	13089	20590	21309	28012	36260	40554	71053	114790	206988	3095128	0
FFQ	31	1	0	21	299	406	394	466	390	457	425	451	528	638	671	708	790	1045	1126	1134	1253	1718	1367	1865	2403	2231	2580	3814	3495	5001	3914	4102	5644	8090	6964	9720	9038	11866	12374	12889	20566	21040	27636	35529	40055	69568	113581	205028	3104489	0
FFQ	32	92	0	16	276	403	366	458	447	434	433	480	553	648	679	630	844	1025	1081	1082	1335	1690	1394	1963	2390	2216	2604	3696	3448	5150	3852	4145	5650	8089	7029	9682	9001	11631	12266	13151	20269	21195	27858	35939	39840	69803	113601	205290	3103646	0
FFQ	33	2	0	15	282	435	394	449	456	425	424	512	544	686	741	640	857	1077	1161	1161	1360	1810	1472	2007	2447	2332	2648	3845	3541	5046	3952	4402	5767	8142	7168	9870	9193	12050	12382	13602	20584	21571	28140	36142	40270	71323	114453	208572	3093417	0
FFQ	34	100	0	17	299	410	406	446	421	476	433	476	534	683	695	687	802	1077	1139	1101	1319	1736	1458	1930	2392	2323	2624	3733	3408	4924	3940	4185	5578	7871	7195	9844	9120	11899	12351	13347	20216	21708	27990	35429	40194	70594	113813	205822	3100621	0
FFQ	35	6	0	12	263	431	408	427	420	440	433	492	592	644	721	705	798	1073	1104	1123	1381	1680	1428	1956	2398	2257	2537	3814	3510	5056	4002	4366	5619	8095	7092	9797	9142	12105	12217	13152	20111	21774	28001	35419	40473	70597	113731	205132	3100830	0
FFQ	36	2	0	18	302	405	428	438	429	450	434	490	540	636	721	628	755	1048	1090	1136	1337	1670	1439	1885	2376	2209	2474	3575	3453	4919	3847	4208	5678	7807	7059	9550	8901	11811	11895	13177	19722	21148	27340	34511	39930	69520	111826	203694	3110852	0
FFQ	37	13	0	18	296	451	394	404	403	472	428	514	576	715	697	675	825	1084	1146	1169	1324	1715	1442	1903	2391	2218	2698	3642	3551	4977	3979	4351	5698	7884	7209	9792	9163	12054	11919	13253	20335	21376	28282	34712	39949	69824	113036	205062	3103742	0
FFQ	38	12	0	21	280	436	421	406	419	430	438	486	532	681	725	649	735	1049	1114	1193	1353	1757	1411	1983	2457	2230	2604	3698	3629	4850	3957	4479	5535	7739	7278	9665	8952	12043	12010	13340	19808	21740	28477	33910	39632	69022	112765	203790	3107620	0
FFQ	39	1	0	15	309	428	471	427	466	439	467	494	505	673	722	711	742	1053	1125	1201	1400	1724	1495	1911	2367	2195	2686	3587	3516	4800	3827	4381	5708	7784	7236	9777	8746	12091	11907	13441	19906	21614	27747	33746	39829	67881	111711	201542	3112954	0
FFQ	40	5	0	20	324	386	451	448	442	435	431	518	530	678	754	656	711	1012	1123	1194	1384	1748	1490	1857	2376	2220	2671	3754	3580	4882	3941	4357	5655	7762	7275	9880	8940	12039	11775	13582	19624	21935	27958	33196	39784	68358	112074	202688	3110854	0
FFQ	41	5	0	20	281	411	425	433	435	442	446	565	531	696	753	694	748	1115	1103	1197	1375	1688	1598	1950	2436	2247	2585	3627	3521	4979	3848	4465	5671	7701	7414	9674	8924	12404	11755	13622	19497	21946	27841	33251	39329	68539	112367	202956	3110245	0
FFQ	42	936	0	15	345	424	473	443	481	513	523	590	590	731	750	697	785	1109	1148	1261	1459	1713	1690	1997	2423	2214	2772	3640	3783	4854	4126	4662	5982	7736	7553	9915	9335	12469	12127	14053	19785	22392	28293	33234	40166	69215	112657	204664	3101030	0
FFQ	43	956	0	20	326	419	385	474	412	482	448	555	527	729	705	772	750	1048	1028	1246	1532	1732	1558	1864	2317	2210	2807	3525	3823	4788	4014	4635	5934	7666	7410	9955	9197	12769	11734	14169	19452	22414	28455	32247	39893	68674	112590	203416	3105690	0
FFQ	44	5989	0	25	272	408	404	402	421	446	480	524	542	695	676	718	709	1105	1054	1183	1446	1691	1583	1763	2334	2103	2735	3449	3547	4611	3794	4492	5837	7319	7237	9557	8936	12571	11571	14056	18766	22334	27999	31887	39530	67206	110931	200961	3111452	0
FFQ	45	8	0	21	277	433	415	409	431	421	448	535	575	728	715	687	701	1014	1103	1208	1491	1751	1617	1802	2379	2147	2645	3502	3632	4707	3855	4525	5828	7276	7512	9692	8856	12738	11535	14384	18866	22649	28223	31416	39830	67132	111887	201539	3114202	0
FFQ	46	2	0	26	287	435	470	449	422	494	467	501	569	698	712	774	629	1031	1109	1271	1494	1696	1653	1834	2342	2081	2744	3449	3709	4633	3861	4760	5865	7058	7335	9629	8970	12658	11287	14404	18276	23111	27902	30467	39528	66737	110783	201475	3117656	0
FFQ	47	38	0	20	310	428	394	454	450	452	450	589	572	755	686	761	641	1016	1113	1200	1506	1685	1625	1771	2336	2114	2834	3463	3807	4722	3848	4754	5911	7024	7633	9480	8962	12760	11260	14468	18020	22604	27931	30402	39332	66250	109964	199486	3121460	0
FFQ	48	1519	0	21	285	435	444	459	444	478	456	541	558	799	681	784	701	1055	1156	1365	1536	1712	1681	1754	2385	2162	2866	3399	3953	4621	3895	4835	6064	7173	7619	9513	8972	12933	11384	14607	18037	22938	28448	30363	39098	66380	111368	200767	3115096	0
FFQ	49	12	0	21	322	452	464	427	461	423	415	567	570	744	716	768	687	1026	1092	1160	1561	1669	1680	1781	2331	2108	2786	3368	3822	4568	3795	4828	6124	7282	7592	9519	8874	12946	11226	14302	18233	22574	28245	30125	38758	65657	110229	201188	3120239	0
FFQ	50	0	0	29	311	428	460	488	463	412	406	590	600	758	702	844	722	1037	1023	1300	1545	1772	1694	1775	2351	2260	2835	3493	3859	4650	3903	4879	6023	7107	7573	9642	8844	12953	11237	14461	18396	22275	28186	30377	38785	65853	110465	200520	3119450	0
FFQ	51	1	0	18	322	441	430	429	470	474	467	580	555	772	716	758	682	945	1132	1266	1611	1753	1603	1781	2354	2200	2778	3441	3891	4732	3865	4969	6132	7092	7440	9748	8706	12834	11229	14259	18352	22565	28617	30361	38997	66081	111170	201587	3117128	0
FFQ	52	13	0	25	305	440	444	465	456	509	477	578	529	743	691	776	632	1069	1023	1308	1562	1709	1697	1835	2361	2204	2810	3343	3945	4613	3817	4898	6013	7025	7352	9690	8854	13103	11237	14367	18307	22522	28334	30210	38550	65461	109863	201385	3120182	0
FFQ	53	1	0	26	290	397	457	475	436	436	463	579	540	735	708	823	707	1063	1041	1221	1563	1778	1665	1739	2253	2136	2848	3342	3947	4679	3970	4967	6136	6970	7652	9423	8822	12826	11346	14105	18386	22213	28334	30191	38449	65605	110772	200770	3120442	0
FFQ	54	2	0	21	279	442	474	450	458	482	472	597	528	683	748	739	696	1034	1085	1240	1535	1793	1623	1678	2240	2115	2745	3393	4019	4697	3849	4762	6264	7081	7446	9495	8614	12846	11225	14058	18461	22027	28196	30362	38285	65420	109565	201415	3122086	0
FFQ	55	8	0	13	305	470	419	464	433	470	426	605	511	726	710	750	737	1038	1064	1329	1579	1715	1651	1766	2217	2230	2802	3448	3897	4542	3795	4870	6121	7044	7583	9296	8399	12631	11131	13775	18674	21780	27994	30308	38112	65467	109684	200759	3123971	0
FFQ	56	2	0	21	317	429	427	493	436	460	454	550	508	743	674	789	685	1098	1018	1318	1583	1827	1608	1832	2269	2259	2837	3367	3855	4689	3760	4998	6111	7044	7428	9771	8505	12841	11208	13558	18737	21880	28014	30524	38113	64931	109728	201984	3122035	0
FFQ	57	3	0	26	349	415	454	423	430	458	476	589	520	764	749	788	706	1092	1064	1240	1591	1807	1705	1763	2267	2330	2772	3266	4018	4526	3783	5042	6184	6950	7313	9715	8507	12812	11229	13396	18822	21511	28270	30668	37933	64981	109568	202198	3122241	0
FFQ	58	5	0	16	338	448	468	444	456	483	430	624	518	831	733	837	768	1100	1047	1284	1643	1856	1701	1883	2286	2400	2790	3429	4254	4604	3778	5276	6404	7160	7693	9877	8603	12613	11314	13517	19401	21427	28572	30690	38022	65774	109934	203879	3116103	0
FFQ	59	14	0	21	320	483	503	443	449	478	477	616	484	837	712	790	767	1127	1078	1333	1634	1858	1684	1785	2297	2497	2652	3308	4159	4481	3744	5414	6331	7030	7516	10008	8496	12745	11419	13276	19336	21219	28519	30641	37407	65040	109728	203433	3119124	0
FFQ	60	10	0	23	351	455	508	441	441	509	488	629	533	849	733	846	735	1121	978	1404	1695	1887	1719	1812	2431	2484	2872	3325	4221	4608	3653	5523	6334	6999	7484	9791	8544	12947	11359	12972	19613	20975	28560	31044	37315	64557	109657	202874	3119401	0
FFQ	61	8	0	15	362	493	516	520	496	538	494	698	510	873	719	837	765	1183	1074	1386	1683	2008	1700	1910	2361	2654	2957	3460	4448	4700	3656	5626	6683	7193	7614	10035	8863	12780	11282	13215	20301	21222	29009	30895	37391	66016	110981	206139	3109438	0
FFQ	62	4	0	24	327	487	490	452	446	492	483	637	513	797	720	847	748	1193	1085	1348	1689	1901	1623	1944	2291	2453	2864	3379	4289	4594	3594	5547	6455	7201	7526	10037	8613	12835	11356	13052	20075	20979	28908	30514	37194	64604	109322	204569	3117205	0
FFQ	63	4	0	18	351	442	504	478	443	479	446	637	519	860	707	823	721	1226	1057	1353	1668	1921	1575	1795	2379	2528	2816	3216	4282	4477	3626	5456	6490	7057	7334	9941	8412	12533	11159	12450	20086	20525	28733	30538	36973	63959	108400	204600	3121704	0
FFQ	64	2	0	23	337	481	486	516	525	491	498	643	551	829	691	939	836	1214	1097	1406	1787	2030	1804	1998	2381	2626	2918	3548	4306	4633	3765	5745	6845	7218	7596	10103	8663	12806	11553	13162	20601	21053	29566	31125	38013	66233	111527	208873	3103658	0
FFQ	65	24	0	29	305	467	463	453	459	511	481	640	460	811	739	764	728	1203	968	1285	1651	1853	1648	1871	2368	2501	2887	3437	4226	4715	3613	5582	6581	6857	7375	9859	8406	12724	11408	12635	19927	20533	28671	30209	36961	63780	109508	205776	3119344	0
FFQ	66	7	0	22	336	423	506	495	464	487	451	669	535	818	727	771	764	1160	985	1330	1596	1870	1663	1794	2317	2494	2800	3328	4257	4581	3594	5407	6707	6922	7270	9778	8363	12589	11369	12513	19734	20498	28489	30447	36824	63459	109280	206137	3120663	0
FFQ	67	191	0	34	323	464	474	463	466	511	509	600	518	836	667	799	728	1225	1073	1328	1686	1889	1586	1842	2309	2500	2870	3373	4191	4704	3605	5483	6783	6974	7331	9891	8314	12975	11341	12514	19757	20541	28618	30563	37146	63976	108670	207159	3117890	0
FFQ	68	1	0	31	288	489	514	470	492	512	478	644	519	850	743	836	759	1153	995	1390	1673	1934	1616	1921	2301	2444	2888	3467	4175	4645	3659	5406	6612	6969	7343	9784	8184	12692	11387	12379	19774	20251	28623	30252	37094	62913	108173	206957	3121008	0
FFQ	69	4	0	21	349	489	498	495	508	478	486	665	525	843	774	826	807	1123	1019	1332	1716	1850	1697	1914	2308	2477	2895	3370	4173	4507	3682	5568	6751	6999	7214	9687	8294	12809	11325	12294	19821	20051	28519	30564	37097	62792	108312	208001	3119757	0
FFQ	70	5	0	20	370	561	483	495	463	490	496	624	567	837	757	837	779	1185	1022	1391	1779	1887	1800	1878	2339	2489	2921	3501	4227	4676	3714	5450	6816	7190	7290	9734	8207	12960	11697	12218	19591	20403	29249	30256	37418	62732	109025	209363	3115492	0
FFQ	71	2	0	34	349	486	509	544	520	515	497	650	500	878	791	926	777	1174	1089	1492	1778	1930	1819	1924	2315	2465	2993	3458	4216	4653	3756	5612	6836	7060	7382	9659	8299	12783	11524	12258	19756	20371	28807	30509	37868	62665	108631	210936	3113682	0
FFQ	72	613	0	25	344	506	529	529	500	551	565	713	629	879	818	916	784	1254	1121	1489	1848	2021	1832	2060	2433	2635	3085	3543	4360	4621	3975	5635	7161	7108	7488	10077	8416	12955	11863	12726	20004	20811	29432	30989	37434	63739	110603	212297	3103757	0
FFQ	73	31	0	32	347	541	512	517	518	543	472	657	570	835	774	882	778	1213	1116	1414	1805	1968	1763	1998	2367	2511	3027	3612	4283	4645	3949	5380	6988	6969	7260	9645	8224	13088	11553	12291	19654	20161	29029	30978	37752	62553	109465	211253	3111749	0
FFQ	74	3	1	22	370	542	567	506	501	497	538	628	592	801	792	875	806	1218	997	1503	1745	1933	1737	1961	2452	2512	3146	3634	4014	4623	3875	5476	7250	6931	7418	9915	8298	13176	11844	12141	19838	20456	29397	31211	38026	63012	110254	214352	3105285	0
FFQ	75	6	0	27	305	491	502	482	476	488	535	546	620	770	779	888	769	1175	1010	1418	1739	1918	1759	1916	2346	2390	3071	3738	4018	4576	3955	5513	7365	6781	7053	9651	8077	13219	11846	11984	19138	20251	29288	30619	38026	62081	109710	214741	3109612	0
FFQ	76	5	0	35	360	478	485	464	475	522	529	535	601	799	802	901	769	1191	1083	1354	1830	1892	1749	1995	2375	2459	3096	3705	3916	4466	4170	5247	7442	6919	7136	9600	7939	13121	11886	11749	19246	20025	29180	30402	38259	61832	108844	215968	3109831	0
FFQ	77	7	0	24	313	488	543	503	507	461	488	581	646	776	753	862	725	1130	938	1378	1699	1858	1704	1814	2265	2355	3078	3673	3777	4337	3924	5222	7391	6624	6729	9423	7596	12862	11618	11526	18641	19473	28569	29987	37373	60028	107106	213233	3122655	0
FFQ	78	4	0	21	344	462	524	499	502	485	519	590	650	766	823	838	742	1142	1031	1403	1738	1916	1832	1958	2359	2281	3065	3691	3965	4436	4113	5190	7265	6818	6940	9269	7606	13090	11746	11686	18856	19645	29238	29850	37541	60211	107504	215708	3116800	0
FFQ	79	10	0	19	366	500	546	471	523	497	530	630	597	794	805	881	827	1181	1070	1544	1762	1981	1886	2139	2440	2431	3145	3702	4126	4761	4239	5441	7592	7064	6984	9684	7875	13214	12081	11987	19383	19793	29366	30511	38354	61659	109290	219295	3103685	0
FFQ	80	12	0	30	346	515	523	487	526	519	521	624	577	798	824	880	796	1170	1040	1510	1780	1867	1755	2064	2425	2461	3100	3706	3846	4520	3979	5264	7462	6893	6995	9273	7847	13361	11881	11816	18757	19650	29090	30242	38447	60381	108148	218296	3110657	0
FFQ	81	5	0	34	334	499	528	542	516	528	550	614	645	832	828	887	770	1135	1057	1521	1717	1891	1797	2104	2298	2445	3050	3783	4194	4442	4097	5337	7492	6978	7147	9547	7721	13156	11786	11820	19204	19901	28921	30406	38310	60092	107923	219253	3109021	0
FFQ	82	3	0	22	353	518	536	492	492	567	563	619	582	792	834	878	788	1255	1018	1440	1736	1894	1824	2025	2283	2476	3023	3613	4012	4398	3982	5237	7402	6781	7040	9592	7579	13300	11766	11663	19008	19484	28833	29996	38259	60449	107343	220804	3110104	0
FFQ	83	3	0	32	341	508	560	512	536	480	551	588	618	830	823	880	836	1192	1075	1528	1726	1956	1844	2001	2292	2500	3109	3565	4128	4305	4069	5253	7562	6970	6998	9324	7612	13524	11767	11756	18709	19538	28654	30120	38635	60326	107610	223933	3105972	0
FFQ	84	20	0	31	333	535	553	513	550	489	538	625	662	831	772	902	782	1230	1062	1534	1695	1926	1800	2109	2355	2510	3036	3760	4174	4301	4065	5178	7567	6790	7073	9583	7623	13485	11939	11955	18959	19493	28765	30180	39307	60584	107436	226412	3101628	0
FFQ	85	5	0	34	377	528	555	547	514	544	566	608	596	874	885	938	796	1229	993	1566	1729	1949	1896	2092	2461	2581	3055	3797	4448	4550	4285	5449	7692	7244	7289	9787	7713	13755	11936	12229	19649	19982	29684	30839	39461	62058	110042	231905	3085935	0
FFQ	86	6	0	27	366	504	549	488	508	496	542	596	637	886	870	915	809	1236	1050	1525	1745	1895	1905	2174	2463	2594	3022	3800	4229	4378	4238	5275	7506	7167	7001	9800	7495	13582	11733	12083	19381	19418	28871	30717	39560	61186	108044	234482	3089893	0
FFQ	87	5	0	19	381	521	556	508	557	518	532	591	639	822	808	866	768	1238	1030	1551	1683	1839	1822	1974	2381	2466	3057	3710	4357	4230	4240	5087	7367	7178	6917	9676	7370	13861	11599	11772	19177	19177	28514	30300	39483	60875	106695	237153	3091773	0
FFQ	88	5	0	30	340	470	569	528	485	539	494	606	657	854	806	856	783	1257	1010	1589	1675	1891	1910	2008	2364	2699	3012	3824	4425	4128	4155	5056	7557	7161	6912	9742	7114	13608	11536	11969	19013	18577	28590	30416	39641	60522	106607	239059	3090593	0
FFQ	89	2608	0	31	358	498	549	568	498	553	527	600	651	842	795	867	771	1140	951	1571	1662	1952	1876	2067	2314	2666	3047	3680	4491	4053	4069	5208	7440	7186	6820	9688	7071	13956	11443	11968	19066	18435	28265	29995	40066	60136	106208	243294	3085141	0
FFQ	90	838	0	33	347	562	554	531	550	515	516	635	617	860	824	876	815	1211	951	1539	1618	1959	1822	2004	2372	2613	3000	3719	4531	4142	4112	5061	7647	7407	6907	9624	6908	14108	11539	11993	18988	18545	28464	30204	39755	60554	105222	247282	3082763	0
FFQ	91	2	0	30	371	552	562	527	519	543	543	602	652	895	893	908	781	1261	999	1574	1674	2022	1835	2046	2401	2666	3041	3742	4568	4055	4191	5035	7612	7475	7022	9959	6924	14160	11599	12035	19624	18623	28245	30738	40818	60872	106293	251457	3074690	0
FFQ	92	5	0	25	392	531	604	566	518	560	541	607	710	910	875	900	825	1235	1030	1603	1723	1894	1984	2116	2312	2641	3095	3771	4611	3937	4163	5005	7494	7353	6732	9616	7162	14210	11413	12126	18961	18485	28580	30365	40709	60621	105947	250158	3078013	0
FFQ	93	29	0	27	338	549	612	545	519	533	574	619	648	893	870	956	799	1281	1002	1660	1758	2000	2036	2035	2438	2771	3031	3782	4737	4168	4185	5140	7504	7366	7127	9912	7052	14278	11386	12376	19399	18498	28559	30675	41397	60996	107413	253278	3069881	0
FFQ	94	5	0	27	357	574	570	538	535	585	536	622	644	887	828	876	815	1297	1005	1602	1618	1951	1918	2072	2390	2595	2977	3646	4578	3890	4235	4934	7452	7273	6954	9685	6950	13914	11569	11976	19355	18540	28143	30633	41079	60402	105428	251460	3077712	0
