LFQ	16	0	0	1	2121	3891	3440	3625	3247	4518	4100	3809	6135	4649	5643	7761	5953	9427	8763	10069	10964	9818	17111	12711	17205	21167	23114	24410	27568	21878	29667	43232	42561	35380	51444	64854	62628	85884	99651	101625	128944	181982	218446	394208	686184	10008257	0	0	0
LFQ	17	5	0	0	2034	3775	3308	3707	3123	4424	4008	3816	6048	4693	5675	7472	6002	9578	8851	9984	10843	9731	17230	12634	17188	21458	23288	24504	27288	21877	29333	43214	42257	35416	51161	64760	62588	86401	98675	101439	129323	182060	217313	393439	684409	10013713	0	0	0
LFQ	18	21581	0	0	2153	3827	3375	3615	3199	4547	4022	3910	6024	4700	5712	7640	5770	9587	8744	10045	10574	9574	16898	12806	17133	21271	23261	24349	27520	21853	29665	42797	42212	34683	52356	64121	62761	86133	98670	101266	127508	181908	216873	391504	684073	9997825	0	0	0
LFQ	19	3220	0	65	2264	3973	3523	3806	3145	4448	3950	4110	6004	4648	5565	7753	5927	9548	8782	10172	10895	9580	17033	12346	16967	21435	23281	24162	26862	21883	29225	42493	42427	34716	51395	64299	62453	85932	97565	100603	127116	179941	213697	389783	677684	10033313	56	0	0
LFQ	20	15	0	0	2181	4116	3573	3904	3394	4731	4226	4119	6375	4787	5691	8008	6023	9940	9354	10259	11102	9925	17275	12995	17660	21825	24015	25024	28042	22350	30199	43768	43074	35893	53175	64686	63372	86461	100408	102652	128782	184519	218522	395486	685044	9991095	0	0	0
LFQ	21	2	0	0	2205	4068	3582	3917	3372	4607	4159	4120	6238	4719	5677	7749	6014	9570	8824	10134	10802	9626	17051	12715	16948	21437	23231	24538	27149	21875	29357	43218	42270	34821	51716	64023	62080	85724	97571	101316	126756	181903	215166	391860	678662	10027273	0	0	0
LFQ	22	3	0	0	2245	4087	3529	3951	3359	4615	4235	4000	6122	4819	5726	7928	5747	9711	9059	10474	10965	9691	16950	12788	17076	21274	23347	24712	27751	22066	29480	43247	42842	34734	52362	64243	62412	85908	99223	101399	128180	183032	218649	394812	687504	10003788	0	0	0
LFQ	23	3	0	0	2240	4153	3635	3911	3348	4902	4186	4203	6247	5009	5825	8095	6056	10036	9139	10287	11207	9975	17348	13279	17306	21472	23382	24714	27680	22760	29872	43679	43199	35438	51771	65373	62435	86199	99174	103032	128945	183484	218399	395946	687221	9993480	0	0	0
LFQ	24	1	0	0	2192	4230	3586	4137	3370	4943	4255	4205	6397	5043	5885	8058	6077	9948	8916	10263	11355	9923	17111	13194	17574	21659	23568	24825	27443	22763	29677	43446	42956	35138	50956	64683	61468	85718	98942	101795	127578	182657	217056	391739	682550	10010764	0	0	0
LFQ	25	102	0	0	2224	4152	3703	3988	3437	4865	4216	4271	6508	4980	5887	8296	6230	10163	9422	10775	11224	10013	17436	13163	17532	22018	24073	25104	28069	22759	30135	44029	43479	35393	52704	65254	62815	86496	100375	102807	128130	183306	218704	393986	685292	9990527	0	0	0
LFQ	26	3323	0	40	2412	4219	3731	3991	3370	4813	4220	4353	6294	5145	5905	8221	6177	10112	9215	10475	11273	9901	17162	13213	17422	21566	23626	24851	27919	22569	29589	43479	43456	35673	51972	65712	62246	85899	99281	102550	126819	181747	216463	392221	679931	10005434	52	0	0
LFQ	27	10357	0	71	2506	4272	3684	4170	3441	4893	4214	4250	6270	4873	5850	8250	6176	10005	9196	10536	11038	10038	17528	13137	17497	21678	23628	25125	28006	22791	29660	43841	43030	35779	51986	65609	62383	85106	98736	102922	126791	182865	216993	392019	680566	9996227	48	0	0
LFQ	28	18	0	0	2346	4348	3807	4221	3527	5071	4311	4476	6664	5340	6048	8509	6560	10140	9354	10707	11507	10366	17694	13548	17673	21703	23561	25080	28171	23172	30654	43739	43513	35761	51587	65445	62966	85037	98614	103147	127562	181789	215930	390914	679872	10003589	0	0	0
LFQ	29	2	0	0	2372	4473	3767	4281	3511	5107	4430	4453	6579	5203	5939	8566	6317	10239	9406	10880	11256	10347	17509	13472	17403	21861	23788	25320	28373	23302	30158	43206	43308	35899	52119	65273	63204	85084	99235	103388	127115	182086	217169	393322	684065	9995250	0	0	0
LFQ	30	45	0	1	2371	4368	3786	4135	3521	5154	4368	4447	6422	5159	5857	8424	6512	10121	9331	10822	11198	10361	17320	13730	17540	21718	23792	25292	28221	23507	30168	43412	43031	35848	52205	64946	62134	85236	99953	102786	126255	182378	215919	390119	680122	10005999	0	0	0
LFQ	31	1955	0	40	2484	4358	3817	4209	3407	5117	4339	4544	6537	5327	5999	8546	6316	10407	9483	11092	11284	10716	17489	13693	17345	21368	23537	25564	28285	23495	30073	43646	43638	36420	51541	65263	62617	84633	98307	103134	126668	180901	216744	392577	682947	9998145	25	0	0
LFQ	32	83	0	0	2452	4502	3982	4320	3601	5206	4503	4802	6579	5381	6104	8544	6551	10471	9530	11047	11542	10840	17890	14178	17909	21704	23595	25515	28529	23628	30586	43850	43749	36510	51167	65568	63035	84483	98225	103271	126627	180145	215777	390646	679957	10001417	25	0	0
LFQ	33	27610	0	0	2265	4320	3653	4083	3424	4980	4222	4428	6180	5192	5700	8212	6272	10200	9349	10854	10977	10387	17089	13708	17071	20884	23628	24990	27853	23515	29103	43511	43112	35958	51374	64953	61116	83087	98013	102151	123417	179732	213552	387365	675101	10005422	0	0	0
LFQ	34	1536	0	0	2491	4412	4059	4418	3560	5373	4487	4810	6626	5368	5997	8796	6511	10820	9707	11333	11292	10848	17289	14116	17616	21649	24325	26018	28431	23984	29932	43304	43292	36904	52721	65844	62893	84602	99474	104343	124497	182133	216652	391190	681871	9992482	0	0	0
LFQ	35	4	0	0	2573	4567	4333	4438	3584	5376	4496	4956	6495	5603	6003	8989	6678	10792	9856	11907	11568	11057	17693	14665	17436	21990	24245	25793	29420	25355	30755	44016	43709	37921	51960	66231	63297	83504	100363	106029	124477	181916	217211	393999	687961	9974773	0	0	0
LFQ	36	10743	0	46	2684	4497	4083	4494	3418	5301	4358	5117	6696	5655	5878	9144	6510	10968	9907	11960	11217	11949	17185	15428	16907	21373	23316	26250	28779	26562	29391	44334	43843	38563	48814	69630	61682	82110	98760	108139	123173	180245	217501	395083	689415	9966735	94	0	0
LFQ	37	5	0	0	2607	4518	4042	4543	3466	5367	4426	5136	6532	5474	5782	8930	6546	10878	9729	11594	11269	11966	17026	15575	16541	21212	22741	25705	28112	26648	28733	43759	43539	38553	47534	68771	59620	81510	95601	106704	121586	178244	214301	390041	683064	10009825	28	0	0
LFQ	38	9573	0	0	2488	4538	4163	4448	3460	5373	4274	5307	6469	5543	5820	9249	6605	10766	9763	11906	11209	12073	16945	16046	16740	21261	22803	26095	28231	27079	28796	43692	43423	38648	47955	68994	59998	81343	96015	107917	120877	178542	215169	390928	686304	9990767	0	0	0
LFQ	39	2	0	0	2554	4664	4095	4422	3480	5645	4363	5333	6458	5678	5764	9204	6692	10849	9849	11983	11294	12151	16660	15986	16389	20951	22873	26052	28787	27530	28500	43178	43158	39188	48217	68744	59989	79583	96577	108410	118129	179095	214058	390067	684752	10006001	0	0	0
LFQ	40	8	0	0	2556	4812	4077	4700	3434	5640	4434	5445	6721	5778	5739	9136	6863	11131	9705	12101	10941	12608	16584	16202	16430	21026	22579	25987	28700	27891	28099	43594	43486	39168	47090	69671	58983	79835	95866	107979	119813	178145	213262	388985	683399	10008342	0	0	0
LFQ	41	1	0	0	2592	4745	4068	4565	3348	5688	4442	5503	6561	5883	5810	9290	6720	11103	9658	12125	11261	12479	16621	16549	16588	20735	22209	26461	28323	28549	28220	43479	43889	39726	46644	70004	59106	80011	94956	107946	119332	177727	213073	386911	677140	10016408	0	0	0
LFQ	42	10	0	0	2480	4570	4153	4494	3495	5680	4381	5321	6548	5729	5811	9223	6836	11308	10078	12375	11473	12367	16795	16376	16889	20283	23340	26373	28782	28101	28892	43533	44390	39469	49856	68318	60328	80514	96054	107616	118790	178908	214813	388465	684671	9998116	0	0	0
LFQ	43	5776	0	94	2928	4666	4283	4536	3471	5556	4396	5502	6571	5855	5774	9440	6949	11315	9951	12213	11425	12621	16625	16843	17210	20203	23496	26716	28164	28461	29104	43455	44676	39252	50823	68449	60644	80962	94477	106575	120866	178690	214280	389583	684798	9987675	164	0	0
LFQ	44	1	0	0	2789	5020	4401	4816	3540	5888	4675	5777	6807	6218	5917	9595	7137	11334	10331	12577	11725	13035	17205	16641	17419	20426	23913	26989	28626	28733	29853	43479	44955	39439	50483	68223	61298	80265	93876	107094	120267	178841	213352	388621	681821	9991586	0	0	0
LFQ	45	1	0	0	2537	4693	4097	4536	3393	5518	4275	5202	6628	5746	5700	9354	6998	10872	10375	11939	11427	12479	16531	16414	17292	19322	23594	26173	27832	28254	29019	43100	44095	38400	51549	66868	60458	80490	93155	104680	120575	176863	211098	385909	678597	10018373	0	0	0
LFQ	46	1	0	0	2668	4880	4460	4801	3745	5873	4537	5602	6681	5903	5963	9615	7160	11055	10378	12184	11667	12699	16745	16931	17611	19154	23630	26770	27604	28491	29328	43365	44561	39145	51304	67682	60430	80155	91484	104409	120137	175844	210128	385088	674684	10019266	0	0	0
LFQ	47	0	0	0	2859	5101	4752	5118	4019	6217	4940	5983	7141	6193	6215	9809	7588	11488	10937	12398	12505	13039	17360	17328	18417	19642	25020	27540	28435	29325	30443	42803	46038	39980	53142	66350	62293	82176	92566	106545	121656	178390	213745	390759	683206	9973751	0	0	0
LFQ	48	8	0	0	2587	4990	4363	4710	3723	5726	4517	5547	6758	6007	5711	9640	7221	11052	10837	11837	11975	12591	16704	17127	18439	17955	24981	26913	27640	28438	30383	41717	45337	38318	55353	63779	62652	81404	90032	102553	121339	175193	211885	386126	682165	10006424	0	0	0
LFQ	49	16	0	0	2711	4937	4395	4808	3775	5739	4604	5663	6878	6012	5867	9823	7360	11017	10674	11792	12566	12922	16761	17651	18854	17068	25203	27383	26755	28675	30137	42045	46634	38248	56390	62478	62584	81777	87954	101808	123138	174621	210541	385317	677617	10010881	0	0	0
LFQ	50	8	0	0	2917	5316	4851	5218	3972	6207	4874	5865	7240	6276	6064	9958	7868	11160	11274	12127	12818	13503	17315	18033	19385	16776	25657	28068	27160	28835	31148	41570	47414	38765	57603	61849	64441	81814	87880	101890	124229	173643	210978	387685	683777	9988034	0	0	0
LFQ	51	6	0	3	2785	5154	4764	5040	3883	5992	4746	5899	7253	6232	5954	9897	7957	10931	11509	11574	13170	13278	17178	18138	20012	15487	26189	28262	26281	28781	31785	40490	47946	38248	60466	60157	65563	82530	84035	99183	125374	172626	209664	385036	678881	10002472	0	0	0
LFQ	52	5	0	0	2734	5029	4544	5114	3803	6002	4868	5768	7339	6263	6014	10003	7929	10753	11581	11699	13654	13149	17125	18523	20859	14254	27089	29252	25707	29189	32486	40438	48838	38110	63057	58573	66822	83296	81929	98283	126150	171533	208526	386003	677420	10000513	0	0	0
LFQ	53	5	0	0	2975	5318	5045	5113	4158	6363	5149	5933	7467	6477	6106	10169	7953	11212	11761	11699	13792	13712	17553	18719	20980	14176	27094	28493	26133	29474	33429	39721	49480	38159	63884	57248	67617	82353	82439	98298	126526	171163	207928	385760	677239	9995318	0	0	0
LFQ	54	73	0	0	2852	5295	4914	5133	3930	6298	4901	5839	7494	6382	5850	10061	8025	10920	11894	11725	13731	13357	17266	18393	21241	13566	27607	28662	25586	29059	33013	39601	49060	37109	64586	56290	67438	83197	80583	96217	126453	170175	206838	384600	676202	10007556	0	0	0
LFQ	55	34	0	0	2890	5257	4964	5172	3975	6255	4789	5820	7453	6445	5899	10012	8220	10794	11683	11737	13752	13432	17151	18632	21279	13251	27195	28526	25427	29207	33376	39249	48451	37453	64057	56100	66772	82529	79163	95305	126352	169662	205200	380276	672878	10022258	0	0	0
LFQ	56	9	0	0	3076	5585	5230	5326	4167	6541	5203	6082	7706	6727	5993	10460	8464	11069	11993	12091	14454	13632	17775	18964	21723	13909	27767	28992	25944	29532	34831	39068	49381	37655	65162	56282	68906	82401	78801	96595	127803	170119	206839	386382	680429	9988771	0	0	0
LFQ	57	5	0	0	3006	5119	4816	5302	3966	6198	4997	5943	7431	6532	5833	9954	8440	10671	11915	12258	13443	13332	17593	18532	21520	13740	27607	29027	25360	29661	34570	37173	48373	37258	65191	56081	68335	81807	77525	95225	127394	170520	204528	384090	679773	10007587	0	0	0
LFQ	58	4	0	0	3069	5589	5182	5389	4307	6341	5302	6103	7819	6761	6068	10021	8561	10889	12344	12552	13932	13753	17697	18600	21949	14418	27837	28801	26180	30222	36447	37247	48789	38536	65363	56213	68965	82135	78635	96771	127062	172248	205905	385858	682100	9985548	0	0	0
LFQ	59	7	0	1	3161	5692	5336	5636	4465	6471	5541	6187	7884	6917	5966	10196	8977	10911	12329	12814	13691	13793	17922	18702	22196	14636	27761	28867	25595	30592	36586	36248	48441	38253	65212	57452	68907	81764	76870	96183	127681	172018	203737	384585	679711	9991485	0	0	0
LFQ	60	6	0	0	3040	5482	5247	5409	4400	6353	5386	5967	7702	6708	5997	10120	9088	10428	12078	12899	13747	13936	17407	18420	22126	15082	27286	28555	25288	30584	37036	35550	47589	37918	64746	57480	68226	81568	76009	95231	126152	172839	202178	383567	678102	10004301	0	0	0
LFQ	61	5	0	1	3065	5537	5261	5479	4540	6167	5856	5949	7905	7086	5960	9903	9690	10639	12590	14008	13714	14078	17549	18633	22835	15912	28154	29195	25542	32570	38716	33945	47810	38963	65172	58462	69496	82071	75082	95784	127826	176855	200828	385734	682769	9979730	0	0	0
LFQ	62	4	0	3	3121	5400	5161	5093	4428	5973	5779	5905	7658	7170	5656	9374	9636	10095	12473	14278	13234	13889	17288	18095	22983	16583	28381	28572	24827	33025	41082	30770	45935	38744	64010	59242	68779	80231	71160	94799	126507	177372	197069	383712	679393	10004005	0	0	0
LFQ	63	8	0	3	3122	5502	5436	5244	4706	6332	6122	5908	7894	7279	5790	9287	10080	10000	12754	14851	13522	14165	17494	18042	23409	17208	28776	28370	25265	33662	42300	29605	46121	39530	65246	59612	69004	81940	71415	95531	126946	179208	196507	385077	683019	9985436	0	0	0
LFQ	64	557	0	6	3452	6019	5779	5586	4971	6413	6328	6232	8371	7730	6118	9346	10530	10312	12697	15046	13625	14549	17617	18734	23766	17511	28811	28919	25279	34318	42032	30151	46319	39717	65444	60651	68988	81229	71164	95467	127864	179094	196114	385616	680730	9977332	0	0	0
LFQ	65	16	0	6	3270	5868	5581	5500	4834	6193	6185	6140	7916	7623	6001	9177	10376	9953	12719	15244	13049	14134	18033	17880	23649	17589	28453	28657	25138	34306	43012	28744	45541	38982	64732	59730	69728	80622	70316	94530	127600	179150	194401	384537	681710	9989487	0	0	0
LFQ	66	5	0	3	3238	5690	5590	5405	4851	6012	6229	6070	7898	7281	5893	9132	10092	9933	12522	14887	13199	14064	17100	18120	23353	17599	28256	28256	24621	33941	42533	28054	44809	38748	63893	59789	67821	79109	69445	93202	124997	177454	190941	378935	672422	10024631	0	0	0
LFQ	67	2610	0	11	3495	6038	5816	5646	5108	6427	6241	6288	8132	7620	6205	9501	10454	10248	12789	15345	13419	14503	17222	18263	23828	18541	28305	28923	25375	34500	43427	28540	46448	39624	64502	60875	69407	80208	69623	94996	127097	178356	194390	383524	680911	9982932	5	0	0
LFQ	68	83	0	7	3423	5924	5793	5652	4951	6313	6170	6437	7962	7431	5982	9387	10409	10183	12701	15677	13542	14526	17886	17763	24159	18478	28175	28936	25792	34248	44414	27352	46407	39412	64304	60861	69782	80395	69833	94387	126258	178286	194228	384477	683192	9983530	0	0	0
LFQ	69	5	0	6	3268	5706	5811	5609	4876	6294	5956	6457	7794	7503	5946	9264	10407	10117	12362	15777	13509	14225	17564	17077	24295	18312	27593	28700	25855	33879	44366	26888	45729	39795	62789	61254	68437	80220	68089	93155	125513	177182	192623	381842	679561	10002667	0	0	0
LFQ	70	273	0	5	3439	5947	5756	5822	5099	6532	6145	6840	8108	7843	5960	9440	10618	10428	12628	16028	13700	14397	17861	17207	24649	18805	27683	28944	25726	34505	44210	27229	46054	40446	64214	62378	69511	80385	67543	93471	127411	178048	193747	382190	682945	9983198	0	0	0
LFQ	71	115	0	8	3523	6020	6094	5820	5292	6601	6106	6988	8054	7730	6289	9359	10519	10406	12191	16005	14144	14629	17793	17232	24762	18660	27500	28895	25493	34230	44788	26914	45486	40281	62619	62398	68744	79012	67332	93159	124837	175759	190973	377963	674174	10007238	0	0	0
LFQ	72	48	0	4	3586	6223	6194	6050	5391	6624	6226	7055	8152	7840	6366	9856	10722	10772	12391	16454	14532	14992	17955	17205	24829	19347	26966	29689	26439	34487	44974	26914	46751	41160	64001	63697	69489	80097	67654	93734	126380	176291	193171	381738	676054	9982342	0	0	0
LFQ	73	51	0	6	3399	5817	5907	5728	5198	6478	5863	7203	7625	7500	6515	9550	10217	10612	11842	16256	14032	14596	17877	16389	25178	19216	26576	29396	26613	33898	44852	25677	45758	40965	62568	63888	67934	80009	65889	91495	124311	174204	190093	377798	671099	10013297	0	0	0
LFQ	74	12	0	8	3699	6100	6224	6140	5585	6806	6037	7619	7801	7916	6849	9893	10529	11052	11939	16837	14632	15006	18357	16668	25660	19968	26571	29324	27113	33830	46221	26166	46791	41691	62910	64633	68674	80970	66431	92701	126229	175289	192559	381506	674707	9982016	0	0	0
LFQ	75	10832	0	13	3657	5996	6041	6019	5401	6719	5820	7856	7641	7671	6732	9950	10324	11000	11530	17023	14778	15088	17761	16048	26360	20044	25383	29687	27408	33943	46280	25644	47409	41737	62365	65571	68220	80378	65042	90421	124899	171286	188118	378370	667723	9995674	0	0	0
LFQ	76	20	0	16	3661	6147	5900	5973	5479	6717	5584	7776	7256	7785	6544	9825	10091	10938	11040	16788	14562	14950	18081	15325	26027	20177	24930	29418	26931	33101	45828	25443	46520	41032	61589	64910	67225	79415	64230	89474	124878	169393	187271	375156	664787	10025807	0	0	0
LFQ	77	17	0	21	3785	6123	6125	6009	5509	6980	5871	8076	7533	7837	6757	10144	10100	11108	11606	17383	14621	15026	18459	15212	26555	20744	25121	29714	27145	33468	46861	26035	47136	40961	62500	65716	68018	79517	65132	89542	126144	168927	188050	377667	666930	10006017	0	0	0
LFQ	78	16	0	18	3560	6117	6074	5984	5201	6780	5649	8055	7268	7555	6918	9915	10010	10918	11533	16685	14564	15105	18194	15136	26178	20519	25037	29654	27301	33013	46750	25144	47857	40189	62892	64228	67007	80200	65004	88997	126706	166896	186865	378568	665891	10014188	0	0	0
LFQ	79	15	0	25	3975	6210	6319	6319	5571	7072	5771	8215	7460	7959	6949	10148	10245	11179	11837	17130	14580	15071	18717	15195	26519	20986	25049	29687	27570	33316	46821	25799	48640	40291	63199	64234	67269	80098	65877	89029	127722	166826	186652	377615	663953	10005461	0	0	0
LFQ	80	8	0	13	3991	6344	6194	6358	5690	7076	5697	8169	7508	7840	7101	10296	10319	11054	11722	17150	14710	15204	18715	15270	26328	21134	24836	29709	27283	33489	47128	26276	49005	39407	63471	64122	67617	79968	66317	89124	129388	165261	186921	377379	663989	10002204	0	0	0
LFQ	81	31	0	23	3983	6465	6123	6443	5517	7255	5736	8222	7509	7957	7058	10627	10285	10694	12293	17364	14595	15403	19126	15122	26641	21951	24627	29269	27443	33095	47625	26691	51317	37400	64831	62921	67364	80933	68322	88849	131080	163599	187605	380427	665723	9989443	0	0	0
LFQ	82	23	0	17	3871	6439	6426	6645	5517	7318	5699	8122	7532	8088	7016	10680	10514	11093	12233	17281	14633	15558	19348	15248	26205	22570	24478	29349	27642	33480	47633	27694	52860	36061	66011	61392	68241	80203	69187	89122	134127	161371	186856	381178	665876	9982247	0	0	0
LFQ	83	18	0	38	3982	6589	6269	7033	5656	7489	5726	8273	7716	8212	7233	10834	10585	10816	12592	17437	14520	15888	19453	15097	26302	23007	24537	29191	27340	33302	47942	28663	54815	33947	66798	59690	67432	80493	70592	87523	136310	156929	185116	379959	662149	9987573	0	0	0
LFQ	84	19	0	49	4020	6752	6411	6865	5582	7629	5754	8384	7648	8329	7417	11034	10712	10942	12708	17411	14612	16112	19516	14949	26214	23354	24349	29013	27620	33480	48046	28884	55095	33582	67378	59284	67204	80560	70906	87366	137152	155196	185258	379828	661705	9984692	0	0	0
LFQ	85	166	0	42	3947	6770	6593	7070	5560	7727	5793	8732	7842	8509	7263	11255	10879	10783	12933	17463	14402	16309	19749	14948	26584	23525	24638	29226	27570	33353	48181	29442	55459	33084	67715	59299	67136	80795	71914	87744	138550	154706	185223	379926	661835	9976326	0	0	0
LFQ	86	32	0	43	4247	6921	6584	7144	5770	7808	5770	8498	7827	8507	7342	11102	10946	10642	12849	17494	14304	16264	20110	14511	26633	23641	24375	29203	27342	33562	48103	29514	55836	32906	67838	59369	66217	80911	71948	86568	139622	153371	182675	380362	658775	9981336	0	0	0
LFQ	87	22	0	63	4209	7043	6913	7450	5851	8041	5944	8917	8159	8590	7602	11659	11081	11303	13542	17916	14856	16523	20413	14972	27371	23935	25008	29993	27700	33705	49048	30014	55927	33368	68408	60295	66365	81534	73105	86897	140954	155029	185633	382648	661978	9952606	0	0	0
LFQ	88	32	0	64	4382	7641	7201	7720	6156	8446	6142	9339	8378	8955	8100	11822	11472	11623	14086	18440	15048	17167	21548	15083	28081	24890	25045	31402	29016	33700	50296	30974	56596	34740	70472	61146	66913	83765	76925	87463	144180	155360	186555	389650	665822	9908652	0	0	0
