FFQ	12	2725	0	71	765	929	963	917	989	1014	1085	1001	1372	1306	2131	2629	3131	2852	5347	3919	7246	7154	5970	8340	6134	10807	10782	15249	12468	18429	18545	17000	16337	49511	11675	36735	63826	35730	37489	68058	77799	91387	125447	156886	218389	225331	643172	2333792	8194498	0
FFQ	13	3	0	90	670	882	998	961	936	1109	1040	997	1307	1245	2052	2523	3061	2722	5176	3877	7033	6991	5787	8330	5889	10537	10678	15159	11694	17990	17880	16558	15769	49333	11291	35814	63017	35140	38156	66591	77396	89699	125091	154708	218589	222330	639490	2333020	8217723	0
FFQ	14	5	0	46	798	910	1031	1002	955	1100	1073	1090	1422	1275	2204	2626	3131	2811	5328	3943	7322	7220	6003	8601	6190	10827	10879	15435	12154	18011	18255	16634	15903	49933	11377	36591	63452	35352	38600	66838	77965	91468	126005	155328	218693	223288	644631	2337642	8195985	0
FFQ	15	0	0	67	731	887	903	888	905	1049	1012	980	1319	1299	1957	2411	2960	2552	5176	3700	6964	6870	5602	8022	5785	10462	10232	15240	11619	18030	17602	15972	15382	49091	11109	35213	63242	34333	38414	65181	76777	88175	124229	152841	218301	220536	636570	2335221	8231521	0
FFQ	16	7	0	61	1077	1465	1493	1635	1653	1663	1638	1992	2065	2678	2938	2360	3551	4497	4488	4586	5269	7002	5445	8312	10234	9688	10365	15401	15408	22756	16365	17207	23824	36022	29495	43787	37101	54958	54336	50377	94603	89556	121305	163840	177063	287979	480587	866984	9762216	0
FFQ	17	9	0	63	1142	1491	1678	1674	1707	1682	1771	2002	2206	2744	3010	2481	3604	4521	4760	4444	5448	7168	5667	8283	10275	9655	10496	15474	15307	23006	16496	17121	24026	36332	30206	44130	37343	54748	54276	50035	95098	89125	122271	164626	176687	287700	479869	870121	9755354	0
FFQ	18	8	0	76	1185	1597	1660	1761	1774	1811	1840	2061	2274	2832	3105	2612	3741	4791	4893	4713	5523	7480	5893	8610	10713	10267	10946	15865	15596	23169	16955	17534	24995	37236	30245	44851	38646	56154	55701	51284	96522	91115	123315	166546	177497	290648	483370	873869	9724053	0
FFQ	19	300	0	57	1248	1498	1677	1706	1714	1737	1696	1991	2206	2750	2884	2441	3672	4616	4566	4546	5521	7132	5691	8252	10356	9721	10379	15568	15381	22784	16336	17040	24782	36347	29709	44365	37062	55693	53814	50159	94798	89225	121913	163573	175422	285939	480441	869731	9758893	0
FFQ	20	46	0	68	1146	1579	1685	1785	1730	1764	1718	1940	2243	2781	3031	2491	3633	4593	4694	4605	5717	7307	5813	8587	10534	10133	10598	16131	15638	23177	16533	17043	24585	37064	30273	44618	37693	55625	54987	50843	96204	89682	122948	165657	177221	288296	480836	873007	9739050	0
FFQ	21	6	0	70	1216	1568	1655	1713	1799	1708	1747	2062	2285	2815	2938	2559	3661	4737	4649	4668	5623	7515	5755	8405	10305	9824	10710	15762	15571	23080	16670	16952	24531	36857	29653	44567	37059	55550	54595	50758	96051	89163	122397	164094	176121	288038	481712	871770	9746388	0
FFQ	22	18	0	81	1241	1702	1695	1820	1791	1854	1810	2029	2386	2897	3136	2701	3771	4764	4970	4709	5755	7474	5890	8593	10736	10017	11163	16124	15879	23450	17105	17982	24944	37223	30737	45074	38344	55919	54978	51580	96345	90870	123533	166112	179045	289781	484250	874549	9720505	0
FFQ	23	8	0	88	1210	1662	1581	1811	1766	1775	1814	1984	2330	2693	3142	2584	3643	4609	4906	4729	5566	7340	5940	8507	10449	9880	10568	15919	15743	23375	16500	17444	24716	36705	30010	44182	37452	55515	54854	51032	95234	90333	123158	163901	176493	287671	480860	869408	9746242	0
FFQ	24	4	0	64	1159	1586	1686	1666	1760	1740	1767	1925	2283	2744	3021	2586	3476	4426	4812	4641	5681	7294	5777	8188	10292	9979	10711	15748	15626	23018	16839	17331	24452	36017	30429	44353	37575	55893	53786	50812	95252	90835	122785	162629	176146	287511	480642	870779	9749605	0
FFQ	25	8	0	76	1143	1684	1587	1759	1736	1765	1698	1946	2260	2739	2950	2453	3562	4485	4593	4701	5609	7315	5746	8354	10309	9714	10694	15871	15290	22767	16300	17125	24514	36164	29878	43900	36954	56069	53518	51286	93590	89635	122792	161522	176325	284981	480126	870941	9758896	0
FFQ	26	1448	4	109	1263	1690	1706	1747	1876	1858	1729	2032	2260	2843	3066	2639	3542	4640	4724	4728	5735	7260	5831	8475	10564	9836	10856	16065	15597	23060	16839	17343	24530	36376	29780	44358	37553	55528	54235	52055	94623	90529	122430	161933	177323	286768	479385	872135	9746423	0
FFQ	27	190	0	75	1211	1653	1662	1807	1724	1819	1699	2050	2269	2851	3136	2554	3522	4540	4947	4948	5779	7262	6067	8430	10530	9905	11043	16174	15615	22906	16792	17584	24869	36650	30640	44833	38110	57008	54079	52128	94545	92067	123161	161369	177972	286758	481585	874691	9736118	0
FFQ	28	0	0	74	1207	1638	1687	1869	1754	1873	1795	2117	2326	2868	3011	2615	3607	4501	4748	4750	5694	7147	6048	8248	10223	9671	10893	16282	15536	22743	16556	17366	24790	36095	30350	43999	37268	56567	53332	52604	92788	91915	122740	159483	176573	282746	478502	869666	9759061	0
FFQ	29	9	0	86	1265	1668	1712	1747	1778	1875	1753	2075	2365	2727	3167	2540	3591	4567	4797	4766	5949	7471	5982	8397	10473	9823	11163	16322	15596	23124	16626	17681	24908	36069	30842	44531	37116	57637	53478	53529	92919	92746	123554	158819	177615	283210	479932	869213	9750104	0
FFQ	30	272	0	84	1273	1719	1692	1852	1839	1913	1799	2106	2422	2841	3213	2811	3644	4741	5031	5003	5951	7555	6187	8319	10679	9928	11150	16627	15624	22821	16852	17770	25128	36577	31174	44659	37708	57478	53966	53930	93044	92548	123970	159000	177638	284592	479832	872696	9739654	0
FFQ	31	6	0	93	1250	1732	1641	1819	1754	1892	1703	2080	2307	2803	2967	2732	3529	4611	4762	4774	5751	7093	5933	7990	10274	9609	10816	16328	15290	22295	16553	17115	24625	35938	30303	43875	36156	56756	52714	52604	92185	91503	122454	157167	175224	279979	476759	866251	9775302	0
FFQ	32	299	0	91	1285	1738	1623	1896	1805	1863	1708	2050	2321	2785	2957	2643	3587	4610	4768	4817	5810	7301	6023	8163	10308	9754	10966	16327	15278	22793	16465	17401	24750	35686	30638	43839	36664	56944	52626	53217	92029	91537	123093	157215	175645	281049	477401	868307	9767196	0
FFQ	33	13	0	84	1280	1731	1698	1921	1863	1929	1763	2231	2392	2932	3075	2732	3523	4692	4813	4950	5977	7365	6367	8374	10464	9925	11333	17038	15637	22975	16960	18068	25168	36228	31637	44349	37706	57827	53307	54267	93059	93565	125256	157815	177299	284366	481528	875269	9734496	0
FFQ	34	329	0	103	1269	1754	1698	1747	1829	1841	1760	2162	2324	2879	3039	2842	3539	4594	4975	4940	6026	7379	6278	8096	10402	10022	11233	16520	15303	22386	16600	17947	25016	35149	31071	44093	37092	57701	52647	54468	90727	93703	123669	155016	176513	281810	478430	871264	9757033	0
FFQ	35	11	0	103	1319	1806	1712	1869	1851	1856	1805	2229	2381	2898	3157	2877	3515	4636	4893	4990	6049	7408	6234	8253	10254	9786	11119	16519	15623	22765	16898	18012	25234	35553	31285	44341	36991	58166	52568	54567	91098	93922	123534	155020	176981	281264	477878	868679	9757272	0
FFQ	36	17	0	102	1274	1707	1736	1782	1766	1881	1704	2174	2288	2841	3049	2634	3349	4492	4646	4857	5880	7220	6160	7851	10256	9637	10717	16161	15337	22157	16263	17690	24919	34838	30625	43068	36347	57371	51449	53994	89926	92361	121454	151698	175573	277860	474281	864129	9789577	0
FFQ	37	49	0	103	1303	1857	1751	1807	1807	1908	1713	2290	2394	2990	3117	2830	3494	4548	4826	5149	6165	7404	6436	8072	10243	9622	11173	16206	15782	22091	16471	18236	25333	34805	31658	43932	37006	58416	51840	54850	90748	93956	124673	151833	176561	278745	476841	867007	9766875	0
FFQ	38	32	0	94	1212	1835	1776	1826	1772	1902	1731	2287	2297	2993	3014	2924	3333	4531	4810	5136	6262	7300	6424	8121	10384	9695	11183	16195	15880	22164	16489	18527	25290	34818	32054	43845	36731	59023	51715	55594	89935	95271	124530	149554	175520	276402	475607	865146	9773530	0
FFQ	39	3	0	112	1318	1844	1900	1798	1902	1919	1790	2258	2280	2983	3100	2890	3362	4548	4787	5146	6279	7407	6639	8058	10139	9786	11412	15909	16074	21868	16548	18758	25575	34593	31662	44013	36273	58893	51294	55496	89585	95036	123222	148357	175631	274318	473191	861123	9785340	0
FFQ	40	14	0	125	1377	1797	1895	1871	1856	1927	1804	2421	2277	3035	3030	2993	3251	4442	4720	5087	6277	7363	6740	7902	10150	9555	11345	16418	16067	22016	16592	18523	25894	34537	32204	44270	36340	59572	51431	56248	88682	96224	124372	147265	176163	273724	473760	863227	9779205	0
FFQ	41	9	0	99	1362	1860	1803	1891	1927	1931	1771	2385	2446	3096	3203	3034	3214	4562	4791	5268	6405	7238	6922	7960	10346	9749	11390	16107	16182	21964	16534	18657	25803	34585	32324	44162	36296	59922	51167	56847	88334	96010	123243	146261	174887	273788	474446	863303	9779984	0
FFQ	42	2986	0	105	1466	1982	2007	2009	2047	2133	1982	2551	2553	3152	3373	3289	3532	4836	5033	5557	6810	7797	7332	8386	10685	9988	11981	16598	16837	22389	17195	19664	26573	34940	33466	45327	38067	60594	52222	58975	89461	98421	126436	148268	177734	276516	477972	867903	9735871	0
FFQ	43	3159	0	115	1312	1886	1908	2045	1934	2054	1861	2455	2384	3080	3091	3310	3217	4601	4786	5578	6784	7585	7150	8044	10112	9760	12114	15955	17029	21836	17026	19870	26446	33952	33036	44615	37434	61429	51175	59521	87068	99584	125542	143452	177689	274307	476036	866284	9754864	0
FFQ	44	20245	0	114	1307	1888	1783	1769	1900	1920	1852	2439	2244	3083	3007	3263	2951	4646	4690	5338	6591	7425	7064	7502	10008	9467	11891	15415	16322	21181	16325	19431	26089	32290	32892	43463	36596	60970	49708	59526	84216	99578	124283	139760	175870	268849	470740	856039	9779987	0
FFQ	45	13	0	107	1291	1881	1803	1810	1919	1920	1850	2413	2350	3141	3058	3198	2928	4422	4729	5370	6706	7344	7281	7515	10059	9326	11914	15388	16751	21224	16530	19740	26482	32459	33265	43736	36469	61598	49468	60612	83606	101281	124619	137417	177105	268208	472326	858460	9792226	0
FFQ	46	10	0	98	1287	1785	1922	1947	1899	2051	1892	2413	2400	3221	2985	3405	2851	4445	4684	5561	6773	7318	7459	7447	10046	9256	11934	15001	16894	21101	16698	19953	26561	31787	33711	43259	36416	61956	48707	62011	82260	102141	124172	134606	176189	266780	470623	859036	9797762	0
FFQ	47	120	0	115	1369	1964	1895	1964	1936	2083	1879	2474	2385	3191	3074	3350	2772	4448	4648	5615	6866	7386	7445	7527	9978	9410	12216	15026	17080	20809	16622	20302	26877	31373	33664	43197	36642	62455	48544	62377	81122	102045	124083	133716	175834	265342	468685	855935	9804241	0
FFQ	48	5237	0	111	1350	1984	1964	1922	1927	2088	1934	2605	2475	3398	3072	3493	2849	4624	4898	5734	6988	7517	7698	7597	10190	9527	12428	15218	17348	21111	16927	20918	27320	31571	34176	43474	36902	62930	49174	62627	81370	102753	125905	133600	175057	264759	469833	856926	9787996	0
FFQ	49	39	0	140	1465	2028	1951	1854	1951	2013	1877	2571	2355	3212	3189	3492	2927	4612	4670	5527	7091	7499	7506	7603	9906	9556	12243	15088	17356	20874	16492	20955	27634	31868	33937	43678	36307	63050	48763	61406	82102	101554	126015	132998	173813	263774	469175	858222	9798571	0
FFQ	50	7	0	137	1367	1953	2025	1992	2093	2109	1835	2668	2528	3229	3128	3533	2896	4567	4582	5794	7100	7696	7750	7555	10047	9875	12332	15299	17733	20886	16678	20958	27391	31918	33779	43338	36387	63575	48969	61834	83405	100739	125930	133377	173920	263957	469040	858986	9793388	0
FFQ	51	12	0	126	1486	2013	2026	1941	2101	2093	1896	2647	2372	3344	3132	3478	2975	4555	4760	5715	7375	7673	7467	7612	10184	9769	12340	15354	17996	21369	16631	21176	27569	31796	33871	44265	36549	63182	48939	61303	83387	101116	126757	134152	173305	263941	470759	859656	9787466	0
FFQ	52	38	0	135	1511	2006	2005	2041	1972	2152	2020	2675	2434	3286	3185	3604	2905	4717	4676	5796	7244	7674	7738	7741	10149	9783	12430	14954	17688	20913	16738	21012	27642	31550	33598	44251	36411	62728	48908	61009	83106	100246	126004	133920	172189	262785	468627	858642	9796187	0
FFQ	53	6	0	136	1371	1926	1945	1988	1932	2056	1935	2712	2379	3225	3152	3589	2932	4651	4566	5595	7177	7632	7552	7432	9907	9755	12190	15089	17567	21262	16557	21311	27982	31360	33788	43907	36258	62408	49578	60373	83340	100128	126528	134525	171851	263115	469680	858789	9795238	0
FFQ	54	14	0	129	1365	1970	2075	1919	2020	2063	1871	2613	2283	3200	3216	3454	3023	4587	4741	5725	7227	7776	7712	7474	9687	9708	12369	15278	17991	21034	16393	21292	28307	31797	33736	44025	35700	62168	49527	59634	84492	99125	126359	134390	171326	261469	467409	859930	9798136	0
FFQ	55	23	0	114	1410	2049	2044	1973	2065	2098	1902	2660	2229	3251	3113	3481	3035	4695	4634	5817	7267	7563	7548	7548	9786	10109	12225	15280	17839	20932	16159	21398	27685	31545	33716	43384	35276	61607	49368	58839	84933	98052	126215	134850	170089	261977	467904	857332	9804069	0
FFQ	56	10	0	126	1407	2055	1974	2021	1954	2142	1941	2708	2363	3347	3172	3599	2989	4683	4551	5926	7295	7856	7537	7587	10080	10211	12508	15301	18099	21005	16237	21985	28144	31865	33918	44650	35570	61833	49445	58330	86102	97799	126839	135658	169735	261490	467755	860440	9794332	0
FFQ	57	8	0	138	1459	2090	1966	1948	2045	2145	2015	2731	2240	3433	3223	3596	3069	4851	4469	5804	7301	7979	7668	7557	9987	10360	12382	15017	18251	20593	15901	22153	28424	31453	33521	44548	35612	61462	49623	57399	86864	96348	126860	136251	168028	261770	466040	860509	9799266	0
FFQ	58	18	0	116	1477	2179	2071	2027	2068	2114	1985	2813	2374	3698	3263	3684	3179	4977	4634	5873	7582	8280	7936	7919	10127	11004	12531	15200	18785	21222	15883	23287	29317	32342	34438	45255	35787	61464	50491	56930	88877	96379	128050	137338	168106	263771	468188	864594	9776595	0
FFQ	59	25	0	121	1486	2233	2202	2082	2088	2190	1991	2877	2288	3641	3276	3680	3153	5013	4658	6037	7557	8213	7629	7776	9980	11137	12495	14852	19305	21145	15878	23566	29204	31982	34079	45586	35578	61153	50666	55668	89664	94917	128443	137895	165977	261449	467251	863034	9784967	0
FFQ	60	33	0	128	1526	2192	2213	2119	2168	2270	2108	2970	2329	3773	3325	3816	3208	5146	4639	6273	7847	8343	7727	7939	10487	11457	12685	15045	19520	21172	15417	24182	29946	32228	33854	45517	35599	60948	50787	54807	91572	93414	128602	138946	165216	261424	466026	863868	9781118	0
FFQ	61	23	0	119	1598	2348	2294	2255	2218	2462	2133	3102	2258	3860	3281	3886	3374	5253	4794	6239	7985	8793	8017	8093	10437	11936	13113	15553	20284	21833	15687	24981	30288	32751	34874	47182	36406	61178	51624	55416	93681	94300	130833	140046	165771	264040	469815	870510	9748830	0
FFQ	62	14	0	120	1507	2283	2197	2020	2101	2215	2126	2960	2211	3771	3328	3838	3267	5325	4669	6234	7813	8531	7764	7994	10121	11574	12765	14968	19553	21183	15291	24428	30027	32578	34174	46235	35994	61017	51560	53781	93479	92420	130070	139092	164361	260871	466012	867423	9774306	0
FFQ	63	10	0	153	1565	2189	2191	2071	2107	2212	2012	3008	2251	3846	3296	3591	3194	5187	4545	6003	7757	8463	7558	7856	10200	11691	12447	14745	19621	20885	15345	24084	29839	31899	33930	46179	34835	60488	50916	53171	92452	91638	129092	139387	162684	259212	463611	867932	9788038	0
FFQ	64	13	0	137	1545	2345	2362	2223	2316	2340	2285	3108	2371	3884	3404	3993	3497	5440	4817	6402	8052	8981	8128	8391	10562	12095	13381	15636	20463	21871	16411	25451	31056	33176	34925	46790	36426	61609	53166	55115	94899	93167	131989	141103	165352	265934	471089	877916	9729567	0
FFQ	65	67	0	134	1528	2199	2220	2088	2125	2164	2052	2925	2198	3635	3309	3664	3251	5258	4535	6108	7639	8388	7622	7969	10303	11646	12809	15105	19489	21516	15479	24640	30511	31670	33592	46172	34712	60706	51923	52830	92666	91418	130031	138362	163568	259317	465106	870943	9779348	0
FFQ	66	16	0	138	1530	2218	2240	2133	2136	2225	2067	3013	2244	3701	3374	3719	3246	5264	4379	6083	7683	8349	7747	7945	10138	11519	12506	15059	19539	21054	15387	24053	30723	31857	33311	45764	34381	60304	51597	52478	91988	91042	129443	138403	162720	257875	463742	874911	9783386	0
FFQ	67	634	0	151	1530	2230	2270	2118	2155	2305	2082	3010	2263	3788	3263	3670	3303	5274	4578	6126	7777	8638	7732	8012	10186	11622	12633	15228	19521	20939	15674	24139	30694	32175	33567	45703	34590	60880	52136	52800	92202	91183	130080	139321	163755	258810	464158	875363	9774047	0
FFQ	68	11	0	147	1464	2267	2257	2190	2246	2263	2187	3040	2319	3766	3356	3795	3242	5311	4535	6239	7832	8623	7802	8084	10098	11337	12733	15520	19102	21144	15691	24089	31142	32113	33318	45714	34182	60650	51781	52525	92027	90275	129603	138404	163948	256456	462973	873949	9781934	0
FFQ	69	10	0	151	1542	2316	2296	2273	2312	2263	2096	3039	2376	3835	3526	3889	3300	5283	4666	6190	8010	8498	7821	8240	10355	11452	12848	15470	19328	20963	16018	24020	31436	32049	32940	45788	34089	61067	52230	52367	91162	90134	129492	138858	163686	256527	461325	876606	9778683	0
FFQ	70	10	0	163	1675	2410	2279	2224	2286	2304	2265	3037	2466	3872	3579	4016	3363	5340	4686	6443	8040	8661	8019	8227	10374	11556	13159	15836	19320	21337	16182	24219	31755	32506	33449	45700	34386	61406	52965	52271	91494	91057	131316	138926	164008	257054	465042	880391	9760819	0
FFQ	71	8	0	165	1648	2417	2439	2236	2322	2370	2308	3043	2419	3814	3741	4091	3309	5456	4746	6595	8119	8734	8055	8352	10489	11530	13196	15808	19402	21557	16461	24489	32122	32249	33652	45768	34352	61748	52889	52255	91899	90529	131314	139634	165078	255631	464101	883206	9754902	0
FFQ	72	1897	0	151	1721	2543	2560	2420	2463	2440	2390	3249	2708	4066	3702	4228	3609	5827	5017	6889	8474	9128	8631	8989	10994	12124	13747	16590	20193	21986	17304	24971	33397	33257	34241	47138	35488	62581	54357	53615	93546	92210	133202	141062	166200	259820	469192	888596	9710398	0
FFQ	73	111	0	146	1666	2553	2384	2407	2371	2459	2286	2980	2680	3798	3646	3976	3344	5519	4843	6555	8373	8757	8168	8594	10574	11461	13502	16699	19497	21551	17026	24414	33489	32486	33111	45754	34300	62158	54133	51965	91325	90234	132970	140366	164853	255845	467604	887278	9737612	0
FFQ	74	9	1	141	1682	2531	2463	2312	2444	2486	2407	2993	2681	3799	3696	4064	3533	5506	4772	6803	8281	8692	8312	8769	11039	11558	13915	16544	18939	21661	17256	24222	34131	32299	33174	46033	34868	62704	54735	51883	91612	90494	134183	140660	165828	257468	468105	894041	9720368	0
FFQ	75	17	0	157	1606	2359	2473	2349	2297	2339	2319	2705	2685	3683	3738	4120	3350	5394	4574	6612	8159	8717	7961	8696	10554	11006	13983	16811	18570	20882	17647	23942	34648	32054	32524	44822	33358	62417	54712	50970	89550	89403	133860	139816	165009	254948	466329	896019	9734106	0
FFQ	76	15	0	168	1671	2426	2363	2278	2381	2393	2309	2743	2669	3724	3772	4187	3389	5378	4633	6385	8281	8596	8160	9130	10821	11001	13877	17160	17764	20880	18246	23504	34903	32093	32385	45006	33243	62868	55522	50649	89026	88763	134326	139553	164230	252599	466162	897955	9732773	0
FFQ	77	11	0	156	1667	2416	2449	2269	2319	2217	2250	2681	2795	3541	3640	3922	3262	5207	4391	6466	7966	8363	7914	8490	10415	10729	13729	16670	17458	20366	17556	22754	34797	31005	31098	43541	31678	61980	54362	49391	86238	87259	132284	137260	162025	248341	460139	889939	9775134	0
FFQ	78	11	0	140	1599	2360	2472	2298	2339	2284	2273	2747	2870	3731	3820	3971	3244	5204	4569	6665	8031	8463	8176	8960	10656	10897	13862	16709	18144	20378	18244	22909	34814	31901	31626	44036	32243	61928	54820	49710	88166	87449	133086	137572	162834	250551	461775	896367	9751750	0
FFQ	79	21	0	142	1726	2474	2611	2335	2517	2407	2373	2880	2838	3815	3934	4241	3491	5614	4824	6969	8350	9013	8497	9386	10972	11241	14399	17223	18761	21464	18673	23912	35931	32349	32716	45201	33088	63160	55413	51412	90288	87710	135184	140724	165989	253222	464671	905703	9706998	0
FFQ	80	30	0	147	1676	2530	2615	2302	2487	2452	2283	2874	2789	3830	3775	4151	3366	5366	4643	6701	8168	8524	8169	9085	10670	11233	13928	17232	18424	20770	18084	23146	35481	31853	32165	44477	32416	63178	55287	50107	88376	87898	134015	137937	165095	250790	462777	905452	9726297	0
FFQ	81	21	0	155	1699	2486	2590	2433	2460	2518	2411	2927	2899	3851	3885	4271	3438	5556	4729	6805	8315	8788	8412	9164	10762	11127	14197	17509	19195	20932	18310	23186	35623	32514	32222	45167	31996	63216	55485	50342	89201	87660	133555	138987	165337	251069	460903	909638	9715267	0
FFQ	82	18	0	162	1730	2604	2540	2366	2443	2500	2433	2863	2842	3770	4025	4160	3332	5476	4565	6737	8151	8712	8420	8987	10612	11337	13617	17037	19021	20241	18176	22846	35295	32229	31912	44754	31338	62924	55243	50200	88431	86854	132918	138044	165809	250711	457236	914109	9721554	0
FFQ	83	17	0	163	1692	2555	2592	2467	2492	2381	2425	2872	2852	3852	3923	4232	3473	5542	4641	6847	8128	8958	8256	9078	10695	11344	13716	17005	19282	20160	18262	22988	35243	32848	32027	44820	31239	63577	55289	50591	88453	86354	133407	138789	166128	251365	458673	920951	9706594	0
FFQ	84	65	0	147	1685	2591	2669	2482	2504	2459	2466	2929	2955	3979	3950	4156	3462	5718	4828	7032	8092	8873	8503	9222	10774	11520	13826	17324	19569	20192	18497	22952	35482	32924	32065	45309	31396	63613	55413	51543	89090	86611	133603	138855	167696	253576	458911	929075	9686590	0
FFQ	85	18	0	161	1762	2671	2747	2575	2543	2607	2537	3060	2993	4177	4123	4450	3645	5830	4763	7209	8390	9028	8895	9436	11162	11744	14223	17605	20243	20882	19379	24038	36148	34173	32558	46106	32358	64809	55935	52702	91098	87410	135308	141431	169320	257674	464259	943228	9637690	0
FFQ	86	17	0	166	1823	2572	2644	2508	2539	2463	2565	2928	2963	4151	4090	4412	3583	5808	4719	7195	8238	9049	8739	9610	11119	11880	14025	17283	20055	20132	19264	23262	35529	34112	32189	46150	31319	64160	55398	52368	90498	85882	134007	140883	169394	256095	458826	950896	9645442	0
