FFQ	11	0	0	0	288	457	411	397	461	430	544	504	579	522	757	644	1469	1870	1475	2095	2015	2431	2525	3036	3059	3538	4853	3951	4907	6015	6855	8556	7657	10472	12014	15658	18323	14053	30713	32396	49840	72826	113487	226601	461840	6134056	0
FFQ	12	0	0	0	299	462	439	375	462	470	499	517	558	555	770	689	1419	1907	1555	2221	2061	2493	2529	3343	2894	3498	4916	4150	5334	6495	6764	8638	8107	9940	12120	15963	18802	15691	28848	33748	51014	74553	111841	228379	460289	6128973	0
FFQ	13	8	0	0	290	469	448	371	451	463	491	450	578	571	734	643	1476	1952	1668	2280	2037	2408	2642	3266	2979	3592	4760	4180	5357	6476	6969	8567	8252	9858	12397	16031	19556	16159	28404	33855	50692	74310	111002	229968	456926	6130594	0
FFQ	14	0	0	0	315	505	450	437	491	456	520	511	604	621	754	707	1525	1944	1558	2130	2132	2518	2708	3300	3026	3538	4923	4422	5433	6814	6955	8826	8746	9970	12348	16106	19505	16355	28715	34018	51010	74609	112055	229114	461765	6122141	0
FFQ	15	0	0	0	374	549	477	445	467	487	514	500	537	614	764	708	1587	1979	1667	2205	2111	2539	2812	3424	2918	3476	4836	4297	5485	6776	7185	8899	8582	10137	12837	16072	19677	16319	28484	34199	50876	75720	110606	229213	459004	6124222	0
FFQ	16	41	0	0	575	886	823	712	772	834	897	773	1006	1064	1223	1174	1514	1944	1742	2387	2154	2558	2682	3477	3165	3982	5133	4656	6031	7394	7210	9031	9497	10427	13142	16444	20587	19042	27808	35537	52783	78553	108767	231917	457095	6107141	0
FFQ	17	87	0	2	609	881	808	739	799	866	902	856	1057	1026	1171	1268	1548	2039	1816	2426	2122	2555	2698	3566	3132	3757	5175	4624	5791	7231	7165	9122	9180	10278	13109	16415	20230	18151	28108	35211	52228	77228	109977	231408	460200	6107019	0
FFQ	18	0	0	1	616	915	869	757	819	896	993	845	1047	1148	1303	1296	1521	2020	1915	2338	2330	2714	2827	3560	3570	4038	5117	5062	6226	7675	7600	9257	10297	10969	13812	17088	21056	21036	28108	36142	53101	79299	107886	229984	457537	6098990	0
FFQ	19	0	0	0	619	903	829	748	816	901	953	917	1114	1132	1266	1287	1601	2085	1935	2325	2547	2730	3027	3547	4064	4180	4984	5396	6426	7929	7791	9517	10570	11478	14261	17012	22197	23322	28496	36676	53305	79234	106917	226835	455533	6097175	0
FFQ	20	2816	0	0	668	886	861	869	855	903	946	949	1123	1285	1370	1402	1611	2019	2074	2451	2501	2863	3203	3748	4237	4305	5154	5695	6762	7912	8535	9885	10983	11655	14777	17654	22583	24050	30138	37263	53739	77086	107595	223695	453838	6091636	0
FFQ	21	0	0	1	674	933	883	812	893	921	963	986	1147	1274	1378	1363	1683	2017	2041	2451	2580	2745	3250	3667	4146	4388	5184	5665	6767	7717	8710	10338	10965	11742	15170	17971	22911	24912	30225	38654	53370	77716	107307	223331	454529	6090200	0
FFQ	22	1	0	2	762	955	951	906	838	947	1006	1050	1135	1224	1475	1539	1709	2125	2109	2527	2791	2781	3324	3703	4447	4381	5201	5919	7023	7869	9041	10351	11567	12036	15676	18014	23248	25696	31051	38737	53630	77892	107929	221835	458491	6080686	0
FFQ	23	0	0	1	706	943	1006	948	925	947	1037	1102	1213	1225	1585	1497	1695	2280	2158	2564	2732	2870	3513	3905	4515	4824	5578	5760	7486	7935	10005	10931	11707	12987	15813	19263	23711	27236	32255	41149	54580	73728	108618	216297	456352	6078998	0
FFQ	24	3	0	16	701	972	977	903	975	990	1018	1038	1166	1265	1509	1433	1700	2271	2076	2497	2920	2901	3324	3845	4545	4773	5232	6020	7112	8024	9378	10498	11461	12653	15581	18669	23452	25956	31791	39197	53752	76076	107674	219589	456328	6082317	0
FFQ	25	0	0	2	762	1028	1044	997	949	1027	1100	1197	1182	1344	1641	1470	1772	2264	2388	2604	3008	3191	3707	4060	4602	4957	5851	6161	8042	8298	10231	11237	11704	13624	16363	19872	23038	28551	33620	42121	55544	71634	109050	211411	456048	6075882	0
FFQ	26	1	0	1	755	978	1024	1016	983	1047	1162	1242	1228	1393	1702	1592	1833	2229	2192	2599	3062	3079	3591	4104	4588	4968	5535	6253	7589	8100	9980	11298	11858	13142	16048	19702	23610	27718	32591	41199	54460	74628	108294	216934	457593	6071672	0
FFQ	27	8	0	0	811	1107	1108	1023	997	1112	1216	1270	1269	1417	1713	1629	1803	2221	2344	2791	2955	3094	3659	4094	4633	5015	5641	6367	7793	8481	10140	11223	12073	13544	16622	19709	23426	27915	33112	41286	55092	73452	110225	216075	457374	6067727	0
FFQ	28	746	0	1	779	1100	1145	1096	1004	1070	1191	1264	1272	1426	1655	1712	1889	2455	2426	2724	3063	3171	3746	4112	4777	5021	5948	6441	8051	8532	10315	11719	11964	13472	16708	20137	23147	28564	34229	42201	56044	72347	109902	213018	460337	6062637	0
FFQ	29	0	0	1	844	1122	1110	1084	1092	1144	1248	1297	1271	1523	1733	1723	1922	2419	2463	2701	3086	3297	3937	4353	4849	5211	6216	6548	8139	8623	10274	11955	12045	14282	16764	20904	22830	29138	34599	42381	56644	72606	109668	213912	458839	6058748	0
FFQ	30	32	0	0	787	1127	1218	1091	1104	1044	1267	1316	1404	1523	1783	1817	1881	2427	2390	2809	3199	3418	3974	4487	4725	5314	6255	6865	8374	9015	10580	12349	12175	14483	16937	21571	22630	29932	35090	43256	57426	70634	108991	210755	458889	6058187	0
FFQ	31	0	0	1	862	1152	1205	1222	1178	1153	1378	1328	1385	1591	1851	1844	2001	2433	2541	2960	3298	3531	4151	4548	4866	5371	6371	7085	8739	9118	10887	12651	12368	15249	17371	21943	22437	31888	35738	43230	58429	69739	109754	209567	459361	6050741	0
FFQ	32	94	0	1	881	1224	1180	1183	1279	1126	1339	1428	1379	1480	1754	1917	2026	2514	2514	2980	3300	3591	4150	4762	4743	5388	6481	7275	8442	9200	10722	13232	11976	15865	17087	22191	21942	32091	35315	43161	58260	69308	107884	208079	457156	6056598	0
FFQ	33	0	0	4	872	1228	1264	1198	1228	1172	1443	1467	1459	1575	1888	1891	2045	2512	2587	2860	3315	3734	4247	4768	5037	5509	6608	7668	8816	9394	10876	13342	12232	16162	17065	22734	22409	32049	35333	43440	58709	69911	107642	208786	459949	6048023	0
FFQ	34	123	0	3	975	1277	1340	1285	1310	1212	1400	1507	1516	1626	1850	2042	2113	2519	2765	3039	3473	3813	4319	4851	5165	5542	6727	7367	8861	9560	10856	13665	12430	16499	17377	23141	22508	32126	35355	43415	58797	71359	107511	207687	459751	6044357	0
FFQ	35	1	0	2	962	1274	1313	1314	1285	1212	1435	1422	1512	1597	2008	2020	2080	2559	2754	3080	3562	3810	4311	4993	5312	5658	6748	7805	8841	9832	10497	14589	12182	17291	16959	23383	22045	33159	34906	43560	59287	71520	104402	208808	458929	6044137	0
FFQ	36	3	0	6	995	1408	1356	1353	1363	1246	1451	1490	1587	1720	1941	2115	2175	2610	2708	3138	3728	3901	4292	5000	5197	5912	6760	8001	8959	9961	10638	14806	12208	17653	17267	23757	22633	33142	34739	43852	59900	72117	103017	209348	461591	6037268	0
FFQ	37	222	0	7	956	1375	1534	1375	1420	1435	1482	1616	1661	1766	2085	2179	2249	2647	2947	3174	3801	3850	4578	4952	5695	6188	6983	7790	9116	10234	10624	15213	12740	18491	17862	24630	23593	32727	33548	44945	57780	76119	97918	208541	462720	6033459	0
FFQ	38	11	0	2	1046	1446	1443	1418	1515	1372	1591	1565	1662	1806	2165	2156	2306	2783	2917	3163	3807	3985	4444	5055	5440	6057	6892	8152	9054	10363	11001	15294	12532	18525	17480	24325	23385	33434	34748	44542	59211	73959	102416	209208	463293	6027177	0
FFQ	39	2	0	9	1115	1454	1517	1458	1468	1402	1548	1613	1704	1801	2120	2298	2393	2630	3040	3244	3963	4026	4693	5135	5708	6437	7181	8143	9196	10335	10829	15336	13247	18397	17908	24630	24101	32020	33943	45160	57306	76683	97429	206792	461633	6033003	0
FFQ	40	1	0	8	1117	1517	1598	1478	1534	1506	1561	1687	1783	1765	2257	2246	2466	2795	3098	3324	3916	4001	4688	5248	5778	6565	7463	8294	9257	10655	11115	15564	13333	18387	18648	25065	24495	31809	35130	45032	58152	77301	99146	207487	464618	6021068	0
FFQ	41	17	0	5	1103	1569	1520	1487	1540	1504	1508	1672	1740	1967	2175	2448	2533	2726	3132	3370	3980	4066	4708	5426	5868	6770	7267	8134	9317	10826	10952	15356	13712	18664	18343	25055	25049	31891	34337	45626	56377	78848	97154	209818	463441	6020848	0
FFQ	42	4	0	9	1127	1505	1591	1476	1492	1474	1640	1625	1780	1945	2188	2339	2462	2748	3126	3282	3891	4044	4806	5204	5753	6590	7429	8155	9240	10773	10961	15417	13628	18592	18868	25170	24880	30606	34363	45836	56028	78615	96598	206633	462232	6027621	0
FFQ	43	291	0	7	1153	1563	1584	1537	1590	1641	1604	1732	1822	2133	2274	2385	2518	2759	3270	3473	4103	4141	4811	5319	6009	6991	7721	8441	9241	11079	11048	15496	14000	18439	19448	25478	25739	31013	35325	46266	55468	80053	98160	208157	466328	6011980	0
FFQ	44	39	0	5	1179	1680	1618	1664	1694	1708	1587	1741	2002	1996	2339	2516	2562	2820	3308	3472	4096	4235	4879	5549	6013	6860	7821	8530	9418	11439	10954	15671	14347	18799	19794	25694	26273	30177	35798	46368	55100	81521	97613	207520	465400	6009643	0
FFQ	45	1	0	8	1198	1729	1701	1582	1680	1733	1738	1760	1997	2028	2394	2462	2702	2871	3231	3544	4066	4361	4817	5462	6020	6903	7788	8712	9689	11295	11138	15694	14723	18584	20011	26033	26627	30535	36248	46820	55590	81372	98048	206959	466241	6005193	0
FFQ	46	1	0	5	1288	1775	1833	1730	1556	1763	1697	1812	2014	2223	2358	2518	2658	2922	3439	3640	4085	4311	5072	5355	6143	6829	8034	8833	9724	11782	11161	15459	15192	17923	20564	25974	26923	30050	36303	47283	52889	83365	97374	205517	461083	6010675	0
FFQ	47	2	0	7	1301	1828	1695	1720	1722	1881	1675	1838	2054	2149	2399	2539	2752	2910	3439	3735	4081	4244	5098	5525	6207	7010	8042	8757	9809	12096	10953	15196	15656	17874	20796	26685	27896	29354	36742	47718	52552	84447	97341	203251	461409	6008600	0
FFQ	48	1	0	12	1341	1850	1852	1837	1689	1843	1818	1911	2128	2099	2493	2607	2777	2923	3490	3733	4176	4364	5177	5500	6362	7150	8103	9029	9950	12000	11038	15621	15474	18152	21080	26537	27592	29693	36635	48253	52596	84594	97536	205642	461703	6002455	0
FFQ	49	6415	0	13	1304	1856	1869	1797	1842	1870	1776	2025	2067	2243	2439	2667	2812	3119	3498	3693	4223	4427	5068	5631	6531	6891	8202	9035	10236	11916	11071	15318	16057	18455	20902	26683	27449	31484	36830	49471	50698	85575	99452	207606	456824	5993333	0
FFQ	50	1	0	4	1330	1976	1931	1832	1778	1891	1732	1933	2099	2299	2515	2647	2849	3027	3528	3854	4424	4493	5180	5620	6596	6871	8396	9202	10168	11835	11108	15442	15873	18270	20771	26172	27783	31061	36712	49559	50802	84766	98438	204912	455650	6005181	0
FFQ	51	1	0	4	1376	1967	1906	1831	1798	1804	1762	1928	2188	2292	2499	2662	2896	3042	3576	3719	4302	4589	5169	5595	6711	6897	8301	9209	10274	11881	11206	15382	15747	18664	20557	26429	27365	31999	36750	49404	50344	84546	99418	207773	451048	6005557	0
FFQ	52	2182	0	79	1384	1999	1831	1820	1824	1904	1860	2053	2200	2265	2385	2610	2990	3179	3690	3936	4316	4673	5090	5653	6814	7045	8395	9227	10235	12121	11250	15193	16052	18708	20662	26506	27509	32524	36862	49197	50415	84455	100471	208226	453037	5997381	0
FFQ	53	9535	0	19	1449	2068	2053	1897	1916	1924	1894	2027	2164	2418	2498	2740	2895	3153	3621	3928	4369	4625	5215	5561	6806	6922	8536	9368	10378	12221	11276	15059	15918	18688	20379	26334	27329	32751	36764	48982	49381	83548	99182	208951	449000	5996313	0
FFQ	54	6	0	12	1442	2074	1997	1875	1813	1988	1888	1960	2205	2339	2513	2704	2948	3210	3605	3890	4467	4876	5175	5687	6747	7188	8208	9423	10357	12032	11307	15004	16081	19309	20538	25981	27236	33144	36512	48995	49920	82712	100315	210724	445533	6005944	0
FFQ	55	6650	0	18	1503	2191	2115	1988	1965	2003	1929	2116	2320	2459	2647	2793	3163	3295	3785	4163	4536	4910	5300	5917	7103	7140	8671	9500	10845	12435	11797	15383	16411	19778	20593	26849	28045	33742	37894	50226	51360	84190	101685	213756	452232	5974336	0
FFQ	56	6006	0	8	1524	2224	2175	2095	1950	2066	1994	2107	2314	2548	2555	2913	3123	3380	3749	4093	4598	5128	5336	6017	7148	7138	8778	9496	10693	12783	11868	15433	16389	19787	20522	26956	28222	33906	37444	50045	51341	84085	102020	214222	451022	5974389	0
FFQ	57	4740	0	16	1591	2272	2122	2111	2027	2072	2054	2155	2376	2565	2730	2980	3242	3341	3910	4319	4657	5275	5593	6054	7405	7573	8623	9871	11015	12742	12518	15639	16616	20527	20818	26696	28791	35363	38445	50726	53076	81949	102982	217158	449445	5965251	0
FFQ	58	1530	0	14	1586	2300	2231	2142	2116	2242	2087	2250	2392	2670	2730	3008	3384	3529	4131	4231	4723	5204	5739	6247	7603	7589	9192	10044	11106	13058	12704	16164	17028	20576	21111	27609	29716	34953	38580	51218	53391	84078	103779	216613	457017	5951665	0
FFQ	59	5658	0	12	1556	2427	2253	2149	2112	2215	1990	2171	2426	2686	2752	3187	3228	3556	4031	4333	4767	5348	5471	6088	7596	7717	8895	10013	11109	12898	12285	15998	16431	20327	21345	26761	28550	35107	37967	50485	53231	84165	103361	215905	450070	5960471	0
FFQ	60	6	0	6	1586	2356	2259	2140	2066	2276	2143	2329	2440	2649	2801	3054	3340	3534	4030	4662	4957	5452	5932	6182	7797	7985	8878	10243	11713	12681	13340	16136	16627	20933	22242	26223	29053	35214	38295	52064	55069	80170	105254	218048	449512	5957277	0
FFQ	61	7	0	4	1618	2425	2325	2204	2068	2197	2141	2256	2514	2826	2733	3041	3371	3539	3898	4499	4812	5407	5825	6191	7676	7813	8673	10234	11341	12721	13120	15707	16469	20396	21721	26482	28933	35490	37676	51902	53769	80782	103440	216695	449392	5964446	0
FFQ	62	4647	2	80	1722	2508	2378	2289	2239	2228	2219	2310	2520	2805	2845	3137	3466	3603	3875	4716	4788	5310	5945	6025	7755	7794	8762	10099	11874	12607	13309	16026	16626	20379	22289	25904	28805	35279	37646	52228	54876	78528	103762	216091	445335	5962940	0
FFQ	63	240	0	8	1652	2409	2372	2327	2226	2359	2207	2364	2508	2789	2838	3145	3448	3598	3902	4654	4907	5448	6000	6210	7872	7979	8699	10065	11858	12431	13394	16213	16442	20367	22298	25743	29362	35237	37309	52035	55070	78667	104124	215238	446225	5966103	0
FFQ	64	1	0	10	1681	2473	2322	2336	2211	2188	2148	2426	2458	2737	2920	3118	3390	3636	3895	4611	4881	5366	6020	6026	7803	8064	8696	9937	11835	12345	13249	16593	16473	20273	22545	25652	29027	34991	37497	52018	55328	78261	104230	216040	445520	5966781	0
FFQ	65	44	0	9	1731	2597	2465	2346	2255	2397	2322	2470	2644	2777	2922	3198	3540	3711	4057	4757	5050	5637	6263	6344	8064	8357	9001	10382	12420	12626	13809	16801	17186	20483	23436	26203	30152	35310	38154	53201	56940	78689	104847	217919	447321	5948821	0
FFQ	66	204	0	9	1733	2653	2553	2478	2335	2435	2309	2496	2653	2822	3001	3208	3629	3822	4014	4826	5004	5574	6302	6362	8066	8403	8889	10240	12537	12657	13635	16754	16675	20684	22773	26241	29749	35283	38357	52979	56251	78636	104298	216370	447463	5951874	0
FFQ	67	5	0	11	1878	2670	2504	2502	2350	2497	2301	2500	2731	2937	3045	3286	3637	3787	4166	4718	5170	5566	6415	6424	8060	8444	9042	10433	12357	12500	13945	16853	17394	20666	22856	26730	29942	35015	38107	52530	57244	78005	105500	215839	448519	5947704	0
FFQ	68	15	0	6	1827	2655	2605	2474	2338	2458	2370	2522	2693	2783	3144	3337	3596	3992	4024	4917	5323	5526	6177	6404	8127	8764	9124	10423	12703	12570	13816	17279	17201	20286	23222	26728	29875	34823	38139	52975	56958	78374	104869	216019	448057	5946822	0
FFQ	69	5425	0	10	1868	2611	2568	2338	2410	2462	2368	2449	2570	2834	3101	3296	3601	3941	4063	4844	5113	5607	6350	6337	7892	8541	8894	10358	12290	12450	13686	17019	17243	20641	22861	26629	29192	34416	37517	52533	56204	77222	104671	215028	445493	5950892	0
FFQ	70	4	0	9	1857	2641	2677	2390	2370	2480	2362	2530	2639	2817	3017	3402	3546	3970	3976	4760	5204	5672	6248	6500	7952	8685	9084	10241	12336	12399	13590	16802	17325	20381	22550	27043	28661	33948	36877	52556	56025	77180	104627	212163	444028	5961820	0
FFQ	71	3	0	10	1902	2557	2626	2467	2318	2357	2496	2477	2687	2895	3060	3266	3455	3938	3880	4657	5340	5554	6008	6763	7690	8338	9069	10125	11749	12436	13593	16625	17579	20241	21903	27559	28469	32970	36827	52103	55198	76189	104772	210813	440275	5971571	0
FFQ	72	5121	0	10	1930	2662	2616	2451	2517	2420	2535	2474	2697	2924	3010	3435	3529	4259	3911	4754	5470	5762	6338	6792	7851	8600	9352	10645	11921	12784	14089	17091	18153	20201	22317	27843	29466	33204	37194	52964	55869	76362	105742	212953	443884	5950161	0
FFQ	73	15	0	13	2046	2852	2816	2586	2519	2650	2528	2708	2819	3012	3162	3558	3781	4235	4180	4956	5577	5875	6745	7021	8413	9026	9707	10806	12625	13253	14563	17699	18570	21087	23708	28115	30831	35365	38649	53685	58040	78973	107636	218982	449936	5920336	0
FFQ	74	7	0	11	2073	2887	2808	2677	2499	2640	2650	2774	2788	3077	3313	3715	3914	4400	4438	5093	5710	5892	6853	7251	8666	9145	9790	11099	12975	13437	14759	17898	18541	21359	23659	28491	31190	35295	39377	53699	59108	79297	108191	220035	451279	5910283	0
FFQ	75	44	0	9	2187	3026	3038	2767	2656	2748	2695	2842	3017	3190	3440	3756	4041	4626	4497	5335	5911	6221	7020	7579	8889	9512	10275	11248	12911	13633	15276	18378	19538	21783	24216	29201	31608	35742	40094	54879	59308	80309	110475	220727	455078	5890670	0
FFQ	76	15205	0	41	2761	4223	3782	3663	3509	3611	3565	3745	3978	4157	4416	4920	4982	5683	5699	6450	7217	7842	8353	9221	10725	10867	12521	14010	15387	16762	17769	21516	23070	25041	28070	33956	36860	40752	45646	62164	69304	90163	125277	240259	492907	5703660	0
FFQ	77	2935	0	13	2135	3045	2921	2795	2619	2776	2769	2778	2921	3188	3457	3683	4019	4634	4383	5089	5733	6211	6838	7717	8474	9151	10317	11189	12277	13972	15093	18261	19716	20605	23834	29457	31311	34619	39741	53941	59061	79128	110120	215667	447403	5907010	0
FFQ	78	4758	0	16	2213	3098	2978	2822	2703	2878	2887	2859	2969	3216	3534	3825	4089	4625	4445	5307	5761	6497	7028	7682	8849	9095	10586	11494	12627	14139	15387	18617	19637	21312	24174	29618	32141	35199	40076	55325	59211	80132	110259	218019	450742	5889481	0
FFQ	79	6	0	13	2351	3345	3038	2951	2815	2962	2932	2990	3099	3389	3707	3988	4316	4938	4787	5569	6149	6501	7396	7963	9214	9527	11260	11939	12849	15068	16499	19048	20639	21750	24995	30942	33788	35868	42051	56417	61880	81694	113091	218077	455372	5864405	0
FFQ	80	69	0	16	2253	3263	3151	2852	2700	2884	2842	2989	3016	3321	3631	3871	4079	4729	4591	5296	6031	6552	7024	7665	8898	9310	11009	11736	12200	14474	15702	18304	20315	21135	23980	30162	33059	34805	40692	54592	60460	80451	110325	215963	447511	5892956	0
FFQ	81	8	1	21	2365	3361	3256	2961	2798	3023	3017	3097	3223	3466	3699	4086	4283	4777	4929	5764	6320	6702	7386	8123	9313	9433	11184	12209	12642	14979	16211	19043	20771	21777	25114	30777	34445	35260	42223	55909	63274	82241	113825	217871	459815	5855147	0
FFQ	82	152	0	12	2527	3676	3303	3105	3005	3171	3151	3335	3330	3732	3841	4319	4488	5191	5186	6026	6615	7021	7770	8507	9765	10091	11891	13002	13391	15833	17085	19751	22050	22715	26281	32335	35954	36242	44190	57534	65199	84635	115388	219806	462988	5821732	0
FFQ	83	28	0	16	2252	3471	3194	2988	2850	2934	3027	3151	3197	3515	3647	4036	4271	4751	4828	5591	6081	6518	7325	7966	9261	9552	11129	12171	12769	15175	16265	18774	20862	21428	24816	30779	34301	34694	42236	55224	62696	81303	111436	214658	450394	5872948	0
FFQ	84	4079	1	26	2382	3373	3221	3219	3011	3095	3235	3161	3309	3585	3793	4208	4545	4942	5130	5739	6367	6707	7532	8199	9551	9610	11672	12431	12915	15418	16624	19280	21041	21703	25524	31729	34847	35208	43211	56334	64220	82886	113415	216565	459773	5840829	0
FFQ	85	25	1	24	2610	3633	3318	3215	3139	3177	3244	3359	3505	3774	3853	4313	4584	5066	5076	5759	6477	6904	7690	8411	9409	9767	11443	12635	12966	15481	16514	19068	21155	21985	25563	31659	34918	35349	43084	56381	64297	81863	112518	215382	455598	5848571	0
FFQ	86	4658	0	24	2457	3519	3291	3102	2976	3184	3181	3188	3268	3575	3842	4181	4448	4954	5097	5812	6392	6758	7732	8271	9291	9918	11686	12483	12781	15506	16728	19331	20965	22148	25651	31872	35712	34342	43375	55115	64897	81462	110896	212544	454567	5850610	0
FFQ	87	4114	0	25	2563	3704	3519	3155	3143	3176	3214	3311	3392	3727	3949	4220	4797	5187	5394	5982	6552	6884	7994	8609	9632	10129	11711	12636	13338	16297	16611	19705	21263	22310	26282	32456	36549	35312	44712	56583	66481	83195	112375	213629	457647	5829317	0
FFQ	88	6158	0	41	2602	3834	3713	3373	3289	3304	3403	3437	3679	3865	4210	4493	4828	5180	5608	6194	7003	7114	8223	8888	10151	10625	12168	12948	14351	16590	17892	20314	22434	23181	27977	32930	38096	36892	47125	57939	68818	85351	117865	214585	468111	5784994	0
FFQ	89	4292	0	33	2504	3808	3486	3147	3066	3208	3199	3327	3369	3781	3785	4245	4664	5065	5264	5875	6480	6856	7992	8476	9511	10052	11545	12537	13117	15925	16651	19988	20941	22124	25633	31737	36066	34914	43979	55556	65904	81771	112314	212687	458532	5835415	0
FFQ	90	10	0	32	2561	3715	3414	3166	3052	3211	3273	3263	3415	3755	3846	4446	4647	4941	5289	5836	6604	6743	8022	8483	9427	10138	11507	12629	13018	16376	16406	19427	20784	21913	25725	32125	36268	33837	43948	55080	66424	80523	111699	210837	457413	5844525	0
FFQ	91	10	2	84	2741	3831	3498	3304	3254	3404	3436	3451	3557	4013	4021	4665	4888	5360	5558	6326	6939	7134	8391	9105	9866	10579	12592	12860	14178	17128	17249	20119	21821	23236	27837	32784	37587	35805	46691	56310	70243	82933	116999	210736	459568	5806616	0
FFQ	92	18	0	23	2599	3810	3575	3390	3194	3267	3395	3421	3616	4066	3950	4624	4885	5279	5563	6184	7024	7218	8298	9067	9915	10532	12431	12786	14082	16708	17220	20079	21818	22911	27623	32308	37893	35650	46663	56525	69625	84077	120762	223260	474192	5776087	0
FFQ	93	33	2	153	2813	4121	3657	3596	3376	3494	3529	3516	3764	4154	4330	4773	4916	5677	5704	6381	7026	7341	8447	9321	10330	10832	12575	13472	14673	17207	17617	20568	22292	23552	28727	33396	38349	36439	47593	56947	71441	84691	120810	218800	484002	5754122	0
