LFQ	39	3699	2	83	2066	3419	3227	3219	3060	3323	3334	3451	3694	3944	4405	4496	5188	5837	6339	6976	8023	8578	8968	10150	11532	12306	14432	15548	16792	20346	19960	23847	25147	30508	32845	39027	41635	48264	57910	67401	84238	120153	170086	309401	875797	5112869	0
LFQ	40	7	0	4	2078	3396	3213	3214	3058	3219	3314	3437	3580	4069	4587	4416	5075	5798	6129	6753	7902	8483	8856	10043	11206	12317	14021	15686	16442	20109	19890	23291	25218	29902	32704	38334	41957	47427	58042	66887	84215	118503	170657	310422	873793	5123783	0
LFQ	41	898	2	201	2048	3514	3316	3157	3061	3383	3335	3517	3722	4070	4550	4494	5231	5933	6478	7013	7936	8578	9343	10259	11667	12724	14749	15479	17084	20974	19958	24603	25144	29981	33903	38376	43229	48878	59045	69182	84616	121825	167870	301115	872647	5118246	0
LFQ	42	3860	6	229	2196	3617	3426	3354	3183	3299	3467	3546	3902	4035	4676	4554	5279	6015	6349	7005	8017	8711	9004	10199	11507	12592	14241	16189	16895	20026	20284	23427	25541	30191	32886	38156	42161	48584	58397	68054	85529	119126	172056	311732	878549	5101187	0
LFQ	43	4519	0	1	1870	3443	3091	3372	3142	3217	3484	3458	3650	4062	4398	4411	5105	5801	6224	6789	7831	8323	8946	9942	10710	12235	14522	14527	16291	19766	19133	23646	23295	29033	32051	36562	40748	46437	56547	63915	81089	116934	158873	291966	832077	5209659	0
LFQ	44	21	0	3	2147	3625	3387	3331	3267	3386	3580	3672	3852	4303	4760	4591	5308	5876	6588	7072	8111	8640	9268	10182	11455	12605	14627	15089	17017	20697	19886	24606	24965	29715	33684	37702	43184	48100	57775	67448	83150	119155	163771	293961	850774	5160612	0
LFQ	45	5354	0	5	2179	3878	3632	3579	3495	3605	3746	3913	4016	4420	4958	5062	5560	6466	6928	7561	8485	9262	9828	10913	12256	13182	15399	15873	18176	21917	20878	25712	26372	31086	34811	38811	44600	50583	59904	71152	85677	123893	166367	300097	867178	5094030	0
LFQ	46	1	0	3	2336	4079	3657	3638	3463	3706	3956	3940	4237	4521	5125	5103	5799	6402	7017	7628	8727	9097	9935	10962	12335	13554	15862	16237	18399	22090	21395	26489	26844	31320	35595	39546	44919	51197	60201	71331	86578	124864	168497	302755	878017	5073297	0
LFQ	47	216	0	11	2426	4258	3599	3632	3471	3710	3877	4052	4155	4489	5082	5209	5710	6550	7034	7729	8633	9568	9937	11136	12382	13343	15688	16533	18473	21729	21115	26450	26767	31236	35367	39034	44978	50348	59903	71770	85949	121527	165707	297661	861187	5102885	0
LFQ	48	3	0	11	2335	3961	3585	3613	3514	3648	3792	3916	4002	4420	4870	5181	5442	6488	6918	7553	8311	9258	9585	10599	12123	12934	15074	15883	18168	20810	21115	25186	26159	30672	35059	37676	43749	49180	59138	70097	83192	119684	163747	292173	840435	5151096	0
LFQ	49	19	4	134	2408	3978	3601	3598	3466	3644	3835	3948	4030	4464	4843	5010	5690	6438	6965	7347	8537	9343	9836	10758	12329	13185	15266	16122	18262	21277	20889	25859	26275	30851	35395	38471	44415	49935	58798	71465	85008	122097	166556	295991	857363	5116509	0
LFQ	50	106	0	17	2427	4309	3944	3856	3674	3896	3995	4169	4243	4748	5130	5522	5892	6834	7203	7882	8707	9787	10391	11160	12750	13521	15651	16703	18985	22333	21034	27169	26422	31799	36147	39940	45132	50482	61361	73414	86408	123056	165763	295307	857022	5095772	0
LFQ	51	2	0	5	2347	4020	3722	3694	3539	3719	3848	4083	4123	4518	4906	5219	5595	6488	6932	7601	8439	9299	9790	10884	12315	12998	15242	16283	18469	21189	20766	25572	26064	31259	35250	37873	44583	48789	59094	71840	82879	119310	163753	290975	840640	5146015	0
LFQ	52	2	0	11	2465	4252	3783	3637	3641	3746	3933	4259	4213	4569	5087	5487	5661	6567	7038	7869	8593	9519	10133	11017	12486	13437	15665	16557	18654	21771	21143	26788	26441	31596	35703	39223	45312	50607	60349	72701	85217	121699	165264	294478	853796	5109409	0
LFQ	53	60	0	9	2409	4072	3766	3648	3650	3866	3967	4215	4155	4565	4999	5279	5714	6531	6977	7568	8296	9330	9830	10820	12049	12954	15149	15711	17761	21095	21043	25387	24943	30351	34361	38064	43443	48439	58802	69532	82431	119004	158660	288976	822951	5178805	0
LFQ	54	3508	3	107	2419	4102	3707	3674	3749	3819	3819	4029	4155	4483	4902	5292	5523	6611	6831	7554	8363	9281	9697	10948	12469	12850	14662	16070	18547	20507	21034	24636	25451	30398	35621	37199	42821	49096	58573	70547	80975	116062	160427	282860	811187	5194920	0
LFQ	55	11	0	8	2351	4135	3724	3747	3544	3867	3898	4158	4356	4451	4914	5319	5520	6834	6836	7564	8409	9100	9604	10978	12664	13045	14521	16154	18854	20247	21591	24609	26026	30692	35657	37102	43009	47894	59339	70104	79327	116460	163363	278822	802604	5207949	0
LFQ	56	3046	0	10	2701	4673	4170	4168	3922	4066	4170	4428	4399	4817	5498	5775	6023	7028	7442	8227	8899	9944	10368	11621	13360	13769	15816	17010	19541	21927	21950	26614	27573	31902	36607	39535	45742	50746	59901	74399	85066	121253	167467	290253	841410	5105988	0
LFQ	57	14	0	4	2641	4495	4170	4004	3957	4078	4154	4410	4417	4803	5205	5741	5788	6900	7240	8000	9031	9778	10341	11556	13309	13676	15604	17334	19278	22053	21700	26274	27073	32031	36821	39303	45739	50702	61144	73119	84143	121267	166350	287201	833757	5124470	0
LFQ	58	49	0	8	2530	4556	3949	4085	3674	3996	4141	4289	4392	4676	5145	5716	5773	6800	7090	7929	8903	9382	9863	11437	13153	13440	15015	16758	19524	20814	22265	25024	26270	31598	36416	38003	44881	49922	60924	71572	81058	117807	164844	282280	805003	5177983	0
LFQ	59	5084	0	5	2751	4651	4166	4085	3931	4260	4260	4349	4642	4859	5573	5928	6030	7222	7515	8440	9332	9786	10825	12025	13820	14182	15209	17819	20175	21250	23288	26357	27776	33134	37662	40456	46238	50750	62575	72879	85524	121698	170238	279685	820009	5122336	0
LFQ	60	71	0	7	2668	4633	4139	4158	3907	4313	4236	4407	4567	4805	5360	5911	6126	7109	7473	8427	9192	9655	10266	11767	13574	14013	15334	17868	20068	21242	23092	26049	27308	32761	37230	40050	45820	49690	62496	72421	83882	121278	169523	275397	808126	5152222	0
LFQ	61	14	0	8	2833	4958	4392	4357	4107	4455	4498	4682	5013	5044	5707	6252	6336	7211	7880	8731	9705	10281	11116	12240	14268	14442	15922	18511	20868	22218	23835	27270	28458	34053	38301	41225	47165	52711	63773	74527	86636	124648	172763	283648	835255	5082166	0
LFQ	62	23	0	17	3036	5121	4617	4428	4238	4591	4483	4873	5066	5297	5803	6444	6496	7664	7859	8907	9745	10245	11339	12661	14601	14772	16367	18369	21221	22668	23832	28062	28889	34277	39095	41581	47923	53706	64636	75066	87881	125869	174484	288457	844867	5052713	0
LFQ	63	6139	3	139	3102	5087	4652	4490	4306	4514	4456	4717	5165	5253	5740	6277	6484	7341	7972	8724	9693	10078	11131	12326	14602	14656	15528	18502	21039	21807	24250	27037	28689	33477	37850	41357	46633	51933	64007	73380	86727	123984	175265	276248	824521	5092796	0
LFQ	64	6211	1	7	2957	4869	4396	4450	4184	4398	4354	4715	4854	5098	5582	6296	6341	7157	7594	8353	9422	9996	10908	12138	14077	14342	15491	17974	20479	21379	23428	26758	28201	33517	37072	41040	45988	51220	62004	73468	85539	122365	169602	277023	813601	5122913	0
LFQ	65	2872	0	4	2907	5000	4586	4420	4170	4433	4485	4554	5032	5305	5770	6182	6585	7311	7973	8649	9680	10347	11152	12129	14227	14944	15711	18471	20846	21478	24358	27159	28184	34347	37924	42242	47255	51750	65046	72954	86998	125408	176703	274359	821506	5095999	0
LFQ	66	16	0	3	2958	4952	4544	4540	4259	4599	4484	4819	4995	5147	5898	6330	6432	7304	8087	8755	9862	10333	11076	12492	14577	14908	16216	18679	21087	22157	23998	27648	28477	34724	38094	41971	47561	53271	64835	74187	87644	124236	173171	281743	833479	5076450	0
LFQ	67	14	0	54	3216	5343	4725	4678	4538	4660	4621	4912	5297	5465	5994	6268	6750	7388	8388	8854	10088	10614	11443	12465	14868	15441	16391	19163	21144	22352	24706	28095	29817	34937	37724	43472	47516	53436	66005	74072	89632	126852	175962	275430	820216	5077548	0
LFQ	68	12	0	5	3116	5501	4887	4685	4476	4712	4812	5033	5309	5556	6091	6602	6875	7719	8370	9252	10359	11015	11980	13167	15605	15823	16498	19740	21894	23227	25367	29687	30017	36495	39826	45343	50104	56202	68290	76966	92299	130883	182666	281912	852744	4999001	0
LFQ	69	94	0	17	3221	5589	5037	4830	4692	4920	4960	5142	5679	5721	6329	6779	7167	7975	8758	9526	10616	11432	12020	13215	15611	16291	16898	20190	22595	23482	25609	29770	30714	36655	39532	45890	50502	55769	69400	76852	92939	131884	183355	278737	846301	4996931	0
LFQ	70	24	0	11	3421	5827	5203	5063	4821	5140	4939	5348	5896	5921	6453	6939	7541	8275	9029	10098	10784	11950	12392	13757	16405	17038	17691	20983	23299	24242	26887	31430	31825	38280	40760	47753	52099	59024	72125	78822	96343	134914	187053	282795	864559	4935982	0
LFQ	71	99	1	9	3386	5603	5199	4999	4728	4902	4946	5325	5586	5860	6440	6792	7289	7827	8702	9732	10492	11506	11932	13316	15397	16490	16959	20033	22431	23328	26435	29781	31139	36705	38732	45779	49478	55968	69545	76341	94523	131383	177596	279274	833735	5012888	0
LFQ	72	70	0	19	3546	5879	5304	5120	4947	5057	5099	5329	6024	6011	6423	6934	7330	8235	9114	10285	10815	11935	12399	13833	16109	16982	17679	20818	22809	23861	26916	30906	31759	37757	39772	47156	50787	58570	71673	77854	96525	132832	183129	279126	843357	4971985	0
LFQ	73	133	0	11	3415	5646	5189	4932	4881	4879	5003	5193	5644	5755	6315	6877	7448	7881	8901	9728	10651	11640	11929	13459	15732	16355	16982	20257	22762	22969	26145	30359	30906	37211	39445	46000	50629	56592	69812	76279	94018	130431	182503	270976	831485	5014117	0
LFQ	74	9080	0	18	3588	5972	5307	5112	4952	5115	5061	5452	6041	6159	6494	6821	7584	8061	9147	9962	10847	11921	12535	13746	16084	16705	17852	20986	22895	23733	26855	30401	31933	37685	40024	46041	50405	57775	70205	78004	96581	130603	178855	276843	831282	4986142	0
LFQ	75	15524	0	28	3731	6258	5714	5305	5237	5392	5558	5720	6256	6424	6639	7118	7898	8659	9531	10451	11261	12269	12758	14146	16255	17588	18645	21216	23759	24314	27780	31218	33565	38712	40853	48385	51628	60257	72772	79369	100572	132508	178457	278492	835418	4942588	0
LFQ	76	2441	4	137	3809	6226	5717	5407	5213	5346	5473	5647	6183	6289	6947	7275	7880	8714	9629	10627	11100	12652	13202	14484	16477	17894	18751	21800	24325	24552	28051	32237	33885	39075	40935	48421	52386	61107	73432	80671	101923	134203	180499	282251	847120	4925154	0
LFQ	77	170	0	13	3565	6028	5525	5202	5026	5054	5105	5551	5872	6159	6636	6825	7640	8229	9217	10116	10492	11882	12268	13643	15328	16381	18209	20400	22196	23418	26035	29481	31683	36126	37961	45041	48076	56966	67499	76617	94715	127438	169737	275705	800209	5055400	0
LFQ	78	64	0	12	3439	5829	5249	4981	4845	4859	5128	5238	5657	5842	6177	6558	7335	7672	8826	9678	10254	11277	11860	13089	14694	15802	17545	19792	21411	22765	24777	28159	30875	35194	36450	43604	46224	56019	66024	73957	94616	123476	163320	269929	777503	5118141	0
LFQ	79	40	0	11	3473	5650	5226	5059	4852	4861	5187	5359	5583	5884	6215	6863	7462	7766	8852	9611	10272	11022	12126	13293	14560	15761	18117	19062	21178	23030	24747	28534	30946	35649	36990	42528	45395	56511	64667	74464	93322	122665	161961	268257	760897	5139505	0
LFQ	80	65	0	12	3536	6005	5566	5319	5099	5182	5210	5686	5921	6195	6408	6854	7580	8211	9124	10041	10541	11495	12338	13756	15452	16489	18573	19619	21756	23836	25457	29391	32020	36695	37425	43723	47749	58050	65920	76713	95123	124810	164289	273188	773811	5092471	0
LFQ	81	943	3	94	3775	6268	5653	5534	5214	5302	5539	5901	6120	6351	6751	7442	7983	8614	9510	10666	11287	11829	12888	14900	16068	17070	19651	20086	23198	25093	27198	30980	33979	38362	39001	45309	49828	62154	68151	80832	99729	129643	176219	280398	784750	5015701	0
LFQ	82	42	0	20	3855	6401	5835	5740	5357	5369	5328	5979	6232	6458	6847	7349	8306	8612	9957	10603	11281	11957	13195	14593	16476	17121	20486	20298	22685	24797	28065	30066	33857	38510	39036	46155	50516	60965	66020	82970	97792	130102	175768	283977	776161	5020019	0
LFQ	83	17275	0	34	4367	7129	6371	6058	5880	5800	6012	6446	6817	7059	7469	8214	8665	9455	10602	11490	12362	12895	14340	16279	17745	18779	21296	22268	25600	26739	29873	33217	36781	41479	42079	48709	54056	67150	72614	85676	107975	134630	185353	293273	820607	4863426	0
LFQ	84	93	1	26	4168	6932	6097	6044	5824	5804	5823	6563	6562	7020	7460	7942	8660	9175	10445	11337	11967	12860	14032	15629	17324	18463	21251	21883	24743	26023	29019	32598	36070	40788	41258	48308	53357	65002	70809	85371	105398	133092	181944	290130	813734	4912448	0
LFQ	85	16061	2	27	4466	7374	6657	6431	6037	6066	6286	6570	7348	7421	7746	8350	9075	9906	10837	12037	12741	13512	14712	16271	17994	19328	21912	23231	25930	27310	30187	34106	36993	42161	43226	49829	55677	66223	74480	86149	111447	139968	183583	291248	849324	4812361	0
LFQ	86	113	0	21	4149	6841	6149	5888	5707	5793	5916	6449	6586	6759	7458	7853	8644	9016	10244	11315	11982	12762	14002	15575	16923	18221	21090	21385	24241	25718	29387	31405	35107	40564	40840	47630	52735	64185	68912	83895	102388	133566	178503	288269	792720	4950733	0
LFQ	87	6167	2	36	4766	7631	6585	6497	6273	6084	6261	6862	7269	7329	8033	8477	8984	9842	10866	12001	12735	13749	15083	16551	18277	19498	22231	23026	26452	27566	30954	34055	37728	42751	44040	49904	56434	68290	73607	88510	112763	147055	188253	294331	843663	4799160	0
LFQ	88	4377	0	26	4450	7317	6536	6258	6265	5964	6306	6828	6989	7185	7684	8232	9261	9741	10843	11696	12383	13175	14836	16184	18122	18932	21810	22500	25293	26417	31240	32432	36784	42070	43157	49049	55083	65914	71393	89065	108131	147987	188406	302904	810964	4845445	0
LFQ	89	100	0	39	4674	7677	6820	6672	6260	6405	6482	7112	7515	7520	8137	8773	9506	10084	11011	12302	13154	13621	15116	16833	18408	19752	22739	22877	26154	27426	31488	33938	37402	43216	43937	50014	56133	67572	72112	89437	109566	145103	197829	311283	809351	4813131	0
LFQ	90	6392	2	27	4936	7833	6829	6729	6484	6462	6681	7192	7473	7636	8294	8828	9670	10060	11487	12359	13208	13970	15612	17137	18709	20045	22316	23777	26412	27674	32504	33996	38245	43409	45143	50331	57310	69146	72953	90593	114824	148607	193028	316017	819748	4773526	0
LFQ	91	4665	1	17	4714	7680	6920	6871	6422	6506	6637	7106	7566	7639	8205	8811	9713	10207	11516	12169	13148	13901	15531	17109	18988	19948	22260	23975	26257	27349	32227	33757	37474	42815	45491	50858	57796	68635	74271	91791	114820	145617	192611	311710	813188	4787679	0
